diagnostic_type,normalized_message,suspected_api,relative_path,line,script_line,object,object_start,object_type,structural_depth,raw_excerpt,fresh_count,source_file_present,source_object_present,vanilla_file_present,vanilla_object_present,fork_syntax,source_syntax,vanilla_syntax,protected_area,existing_block,existing_report,current_classification,family_id,generation,log_file,log_line
parser,Unknown trigger type: is_ruler,is_ruler,events/character_events.txt,437,431,character_events.4,407,event,3,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2544
parser,Unknown trigger type: is_ruler,is_ruler,events/character_events.txt,451,445,character_events.4,407,event,4,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2545
parser,Unknown trigger type: is_ruler,is_ruler,events/commander_events.txt,34,28,commander_events.2,3,event,3,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2546
parser,Unknown trigger type: is_ruler,is_ruler,events/commander_events.txt,49,43,commander_events.2,3,event,4,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2547
parser,Unknown trigger type: is_ruler,is_ruler,events/commander_events.txt,117,111,commander_events.4,83,event,3,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2548
parser,Unknown trigger type: is_ruler,is_ruler,events/commander_events.txt,137,131,commander_events.4,83,event,3,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2549
parser,Unknown trigger type: is_ruler,is_ruler,events/commander_events.txt,154,148,commander_events.4,83,event,4,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2550
parser,Unknown trigger type: is_ruler,is_ruler,events/commander_events.txt,175,168,commander_events.4,83,event,4,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2551
parser,Unknown trigger type: is_ruler,is_ruler,events/commander_events.txt,334,320,commander_events.6,297,event,3,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2552
parser,Unknown trigger type: is_ruler,is_ruler,events/commander_events.txt,368,354,commander_events.6,297,event,4,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2553
parser,Unknown trigger type: is_ruler,is_ruler,events/congo_free_state_events.txt,113,112,congo_free_state_events.2,80,event,4,is_ruler = yes,1,true,true,true,true,is_ruler = yes,is_ruler_of_own_country = yes,is_ruler_of_own_country = yes,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2554
parser,Unknown trigger type: is_ruler,is_ruler,events/congo_free_state_events.txt,183,182,congo_free_state_events.3,150,event,4,is_ruler = yes,1,true,true,true,true,is_ruler = yes,is_ruler_of_own_country = yes,is_ruler_of_own_country = yes,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2555
parser,Unknown trigger type: is_ruler,is_ruler,events/congo_free_state_events.txt,262,261,congo_free_state_events.4,229,event,4,is_ruler = yes,1,true,true,true,true,is_ruler = yes,is_ruler_of_own_country = yes,is_ruler_of_own_country = yes,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2556
parser,Unknown trigger type: is_ruler,is_ruler,events/congo_free_state_events.txt,390,389,congo_free_state_events.5,332,event,4,is_ruler = yes,1,true,true,true,true,is_ruler = yes,is_ruler_of_own_country = yes,is_ruler_of_own_country = yes,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2557
parser,Unknown trigger type: is_ruler,is_ruler,events/congo_free_state_events.txt,476,475,congo_free_state_events.6,447,event,4,is_ruler = yes,1,true,true,true,true,is_ruler = yes,is_ruler_of_own_country = yes,is_ruler_of_own_country = yes,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2558
parser,Unknown trigger type: is_ruler,is_ruler,events/crime_events.txt,75,73,crime_events.1,3,event,4,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2559
parser,Unknown trigger type: is_ruler,is_ruler,events/crime_events.txt,298,293,crime_events.11,257,event,3,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2560
parser,Unknown trigger type: is_ruler,is_ruler,events/crime_events.txt,311,306,crime_events.11,257,event,4,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2561
parser,Unknown trigger type: is_ruler,is_ruler,events/decree_events.txt,407,396,decree_events.4,365,event,3,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2562
parser,Unknown trigger type: is_ruler,is_ruler,events/decree_events.txt,444,433,decree_events.4,365,event,4,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2563
parser,Unknown trigger type: country_navy_unit_type_fraction,country_navy_unit_type_fraction,events/dreadnought_hoax.txt,38,32,dreadnought_hoax.1,3,event,2,country_navy_unit_type_fraction = {,1,true,true,true,true,country_navy_unit_type_fraction = {,country_ship_type_fraction = {,country_ship_type_fraction = {,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_D,API_COUNTRY_NAVY_UNIT_TYPE_FRACTION,parser,debug.log,2564
parser,Unknown trigger type: is_ruler,is_ruler,events/fascism_events.txt,55,52,fascism_events.1,4,event,4,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2565
parser,Unknown trigger type: is_ruler,is_ruler,events/fascism_events.txt,68,65,fascism_events.1,4,event,4,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2566
parser,Unknown trigger type: is_ruler,is_ruler,events/fascism_events.txt,82,79,fascism_events.1,4,event,4,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2567
parser,Unknown trigger type: is_ruler,is_ruler,events/general_events.txt,32,31,generals.1,4,event,5,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2568
parser,Unknown trigger type: is_ruler,is_ruler,events/general_events.txt,37,36,generals.1,4,event,5,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2569
parser,Unknown trigger type: is_ruler,is_ruler,events/general_events.txt,45,44,generals.1,4,event,5,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2570
parser,Unknown trigger type: is_ruler,is_ruler,events/general_events.txt,50,49,generals.1,4,event,5,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2571
parser,Unknown trigger type: is_ruler,is_ruler,events/general_events.txt,58,57,generals.1,4,event,5,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2572
parser,Unknown trigger type: is_ruler,is_ruler,events/general_events.txt,63,62,generals.1,4,event,5,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2573
parser,Unknown trigger type: is_ruler,is_ruler,events/general_events.txt,76,75,generals.1,4,event,5,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2574
parser,Unknown trigger type: is_ruler,is_ruler,events/general_events.txt,81,80,generals.1,4,event,5,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2575
parser,Unknown trigger type: is_ruler,is_ruler,events/general_events.txt,89,88,generals.1,4,event,5,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2576
parser,Unknown trigger type: is_ruler,is_ruler,events/general_events.txt,100,99,generals.1,4,event,5,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2577
parser,Unknown trigger type: is_ruler,is_ruler,events/general_events.txt,119,118,generals.1,4,event,5,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2578
parser,Unknown trigger type: is_ruler,is_ruler,events/general_events.txt,124,123,generals.1,4,event,5,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2579
parser,Unknown trigger type: is_ruler,is_ruler,events/general_events.txt,132,131,generals.1,4,event,5,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2580
parser,Unknown trigger type: is_ruler,is_ruler,events/general_events.txt,143,142,generals.1,4,event,5,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2581
parser,Unknown trigger type: is_ruler,is_ruler,events/general_events.txt,162,161,generals.1,4,event,5,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2582
parser,Unknown trigger type: is_ruler,is_ruler,events/general_events.txt,167,166,generals.1,4,event,5,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2583
parser,Unknown trigger type: is_ruler,is_ruler,events/general_events.txt,175,174,generals.1,4,event,5,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2584
parser,Unknown trigger type: is_ruler,is_ruler,events/general_events.txt,186,185,generals.1,4,event,5,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2585
parser,Unknown trigger type: is_ruler,is_ruler,events/industrial_accidents_events.txt,40,36,industrial_accident_events.1,4,event,4,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2586
parser,Unknown trigger type: is_ruler,is_ruler,events/industrial_accidents_events.txt,75,72,industrial_accident_events.1,4,event,5,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2587
parser,Unknown trigger type: has_port,has_port,events/meiji_restoration.txt,1316,1315,meiji.11,1294,event,3,has_port = yes,1,true,true,true,true,has_port = yes,has_port_state = yes || limit = { has_port_state = yes },has_port_state = yes || limit = { has_port_state = yes },JAPAN_PROTECTED,Japan_hotfix,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_D,API_HAS_PORT,parser,debug.log,2588
parser,Unknown trigger type: has_port,has_port,events/meiji_restoration.txt,1333,1333,meiji.11,1294,event,3,limit = { has_port = yes },1,true,true,true,true,limit = { has_port = yes },has_port_state = yes || limit = { has_port_state = yes },has_port_state = yes || limit = { has_port_state = yes },JAPAN_PROTECTED,Japan_hotfix,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_D,API_HAS_PORT,parser,debug.log,2589
parser,Unknown trigger type: is_ruler,is_ruler,events/obligation_events.txt,259,258,obligation_events.5,229,event,4,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2590
parser,Unknown trigger type: is_ruler,is_ruler,events/obligation_events.txt,275,274,obligation_events.5,229,event,5,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2591
parser,Unknown trigger type: is_ruler,is_ruler,events/obligation_events.txt,286,285,obligation_events.5,229,event,5,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2592
parser,Unknown trigger type: is_ruler,is_ruler,events/oil_rush_events.txt,399,396,oil_rush.5,370,event,4,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2593
parser,Unknown trigger type: is_ruler,is_ruler,events/oil_rush_events.txt,430,427,oil_rush.5,370,event,5,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2594
parser,Unknown trigger type: is_ruler,is_ruler,events/red_scare_events.txt,379,375,red_scare.5,346,event,4,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2596
parser,Unknown trigger type: is_ruler,is_ruler,events/red_scare_events.txt,410,405,red_scare.5,346,event,5,is_ruler = no,1,true,true,true,true,is_ruler = no,is_ruler_of_own_country = no,is_ruler_of_own_country = no,,events,docs/reports/hotfix/_index/HOTFIX_6A26_GLOBAL_NON_PINNING_DIAGNOSTIC_REINDEX_AND_API_FAMILY_AUDIT.md,FAMILY_B,API_IS_RULER,parser,debug.log,2597
