family_id,relative_path,line,status,protected_area,diagnostic_reproduced,legacy_syntax,modern_syntax,exact_transformation_rule,source_exact_modern_line_match,vanilla_exact_modern_line_match,scope_value_proof,sha_before,sha_after_family,sha_after_global_sweep,inverse_validation
API_HAS_ROLE,common/journal_entries/00_liberalism.txt,30,SAFE_CANDIDATE,,true,has_role = politician,has_role_of_type = politician,has_role = <general|admiral|agitator|politician|executive> -> has_role_of_type = <same value>,true,true,DIRECT_HOMOLOGOUS_MODERN_LINE_SAME_SCOPE_AND_VALUE,B1E1FF71E810AC2496DF3CA9130F5F73F367F0DC53FC997357BA2D35F467E733,C6168137313E741CB7D2692BFB3B57647AE83B0C5E349C7CF78CF1CA4B34DD47,C6168137313E741CB7D2692BFB3B57647AE83B0C5E349C7CF78CF1CA4B34DD47,PASS
API_HAS_ROLE,common/journal_entries/00_liberalism.txt,31,SAFE_CANDIDATE,,true,has_role = agitator,has_role_of_type = agitator,has_role = <general|admiral|agitator|politician|executive> -> has_role_of_type = <same value>,true,true,DIRECT_HOMOLOGOUS_MODERN_LINE_SAME_SCOPE_AND_VALUE,B1E1FF71E810AC2496DF3CA9130F5F73F367F0DC53FC997357BA2D35F467E733,C6168137313E741CB7D2692BFB3B57647AE83B0C5E349C7CF78CF1CA4B34DD47,C6168137313E741CB7D2692BFB3B57647AE83B0C5E349C7CF78CF1CA4B34DD47,PASS
API_HAS_ROLE,common/journal_entries/00_peoples_springtime_je.txt,195,SAFE_CANDIDATE,,true,has_role = politician,has_role_of_type = politician,has_role = <general|admiral|agitator|politician|executive> -> has_role_of_type = <same value>,false,true,DIRECT_HOMOLOGOUS_MODERN_LINE_SAME_SCOPE_AND_VALUE,9B3B89C35D0455E46188C648A434D108B2223E0C5EC2BAC20974F4DBEBBC7656,24636506A32130BBF01141B2E778000E4D5DE7DAC20F6BF92F5367E98AD6802B,24636506A32130BBF01141B2E778000E4D5DE7DAC20F6BF92F5367E98AD6802B,PASS
API_HAS_ROLE,common/journal_entries/00_peoples_springtime_je.txt,196,SAFE_CANDIDATE,,true,has_role = agitator,has_role_of_type = agitator,has_role = <general|admiral|agitator|politician|executive> -> has_role_of_type = <same value>,true,true,DIRECT_HOMOLOGOUS_MODERN_LINE_SAME_SCOPE_AND_VALUE,9B3B89C35D0455E46188C648A434D108B2223E0C5EC2BAC20974F4DBEBBC7656,24636506A32130BBF01141B2E778000E4D5DE7DAC20F6BF92F5367E98AD6802B,24636506A32130BBF01141B2E778000E4D5DE7DAC20F6BF92F5367E98AD6802B,PASS
API_HAS_ROLE,common/journal_entries/00_peoples_springtime_je.txt,296,SAFE_CANDIDATE,,true,has_role = agitator,has_role_of_type = agitator,has_role = <general|admiral|agitator|politician|executive> -> has_role_of_type = <same value>,true,true,DIRECT_HOMOLOGOUS_MODERN_LINE_SAME_SCOPE_AND_VALUE,9B3B89C35D0455E46188C648A434D108B2223E0C5EC2BAC20974F4DBEBBC7656,24636506A32130BBF01141B2E778000E4D5DE7DAC20F6BF92F5367E98AD6802B,24636506A32130BBF01141B2E778000E4D5DE7DAC20F6BF92F5367E98AD6802B,PASS
API_HAS_ROLE,common/journal_entries/00_slave_owner_paranoia.txt,24,SAFE_CANDIDATE,,true,has_role = politician,has_role_of_type = politician,has_role = <general|admiral|agitator|politician|executive> -> has_role_of_type = <same value>,true,true,DIRECT_HOMOLOGOUS_MODERN_LINE_SAME_SCOPE_AND_VALUE,6C4CCE8AAB55EE855CE5D0B3723CD9BA26137ACA2D4A61EF60979282913B2EAC,9E3B8F6F9E69CE8A41877BBDC534E8DDF66DE308E85B02CAB754B840ED5169A5,9E3B8F6F9E69CE8A41877BBDC534E8DDF66DE308E85B02CAB754B840ED5169A5,PASS
API_HAS_ROLE,common/journal_entries/00_slave_owner_paranoia.txt,25,SAFE_CANDIDATE,,true,has_role = agitator,has_role_of_type = agitator,has_role = <general|admiral|agitator|politician|executive> -> has_role_of_type = <same value>,true,true,DIRECT_HOMOLOGOUS_MODERN_LINE_SAME_SCOPE_AND_VALUE,6C4CCE8AAB55EE855CE5D0B3723CD9BA26137ACA2D4A61EF60979282913B2EAC,9E3B8F6F9E69CE8A41877BBDC534E8DDF66DE308E85B02CAB754B840ED5169A5,9E3B8F6F9E69CE8A41877BBDC534E8DDF66DE308E85B02CAB754B840ED5169A5,PASS
API_HAS_ROLE,common/journal_entries/00_tutorial.txt,1144,SAFE_CANDIDATE,,true,has_role = general,has_role_of_type = general,has_role = <general|admiral|agitator|politician|executive> -> has_role_of_type = <same value>,true,true,DIRECT_HOMOLOGOUS_MODERN_LINE_SAME_SCOPE_AND_VALUE,282FB8A24F404874FA905F5E9E9187627102114BF0F6F72D744E63A2407E6885,72F43194DC2423A4241042049E7376E73400433538E3CB6AD2F4EBCC808E2A53,72F43194DC2423A4241042049E7376E73400433538E3CB6AD2F4EBCC808E2A53,PASS
API_IS_RULER,common/journal_entries/01_french_monarchism.txt,283,SAFE_CANDIDATE,,true,is_ruler = yes,is_ruler_of_own_country = yes,is_ruler = <yes|no> -> is_ruler_of_own_country = <same bool>,true,true,DIRECT_HOMOLOGOUS_MODERN_LINE_SAME_SCOPE_AND_VALUE,702D9BD9C303DC6656143879DE26F7C83C33D8FE0EFE2C50B8B2076CE6C4F0FF,D14B913E349396542928105C200E79D50FDD77F8C61A6BD0458372FD8FC7FB4E,D14B913E349396542928105C200E79D50FDD77F8C61A6BD0458372FD8FC7FB4E,PASS
API_IS_RULER,common/journal_entries/01_french_monarchism.txt,294,SAFE_CANDIDATE,,true,is_ruler = yes,is_ruler_of_own_country = yes,is_ruler = <yes|no> -> is_ruler_of_own_country = <same bool>,true,true,DIRECT_HOMOLOGOUS_MODERN_LINE_SAME_SCOPE_AND_VALUE,702D9BD9C303DC6656143879DE26F7C83C33D8FE0EFE2C50B8B2076CE6C4F0FF,D14B913E349396542928105C200E79D50FDD77F8C61A6BD0458372FD8FC7FB4E,D14B913E349396542928105C200E79D50FDD77F8C61A6BD0458372FD8FC7FB4E,PASS
API_IS_RULER,common/journal_entries/01_french_monarchism.txt,305,SAFE_CANDIDATE,,true,is_ruler = yes,is_ruler_of_own_country = yes,is_ruler = <yes|no> -> is_ruler_of_own_country = <same bool>,true,true,DIRECT_HOMOLOGOUS_MODERN_LINE_SAME_SCOPE_AND_VALUE,702D9BD9C303DC6656143879DE26F7C83C33D8FE0EFE2C50B8B2076CE6C4F0FF,D14B913E349396542928105C200E79D50FDD77F8C61A6BD0458372FD8FC7FB4E,D14B913E349396542928105C200E79D50FDD77F8C61A6BD0458372FD8FC7FB4E,PASS
API_HAS_ROLE,common/journal_entries/02_brazil_navy.txt,14,BOUNDED_EXCEPTION,EXPLICIT_PROTECTED_AREA,true,has_role = admiral,EXCLUDED_UNCHANGED,has_role = <general|admiral|agitator|politician|executive> -> has_role_of_type = <same value>,false,false,GLOBAL_API_SIGNATURE_AND_CHARACTER_SCOPE_PROVEN,91F3CAAA14E174CBD1A5AAE4A7B1BB4488A089539AB0132A2D7F70EA8FFDBBE9,91F3CAAA14E174CBD1A5AAE4A7B1BB4488A089539AB0132A2D7F70EA8FFDBBE9,91F3CAAA14E174CBD1A5AAE4A7B1BB4488A089539AB0132A2D7F70EA8FFDBBE9,NOT_APPLICABLE_EXCLUDED
API_HAS_ROLE,common/journal_entries/02_brazil_navy.txt,79,BOUNDED_EXCEPTION,EXPLICIT_PROTECTED_AREA,true,has_role = admiral,EXCLUDED_UNCHANGED,has_role = <general|admiral|agitator|politician|executive> -> has_role_of_type = <same value>,false,false,GLOBAL_API_SIGNATURE_AND_CHARACTER_SCOPE_PROVEN,91F3CAAA14E174CBD1A5AAE4A7B1BB4488A089539AB0132A2D7F70EA8FFDBBE9,91F3CAAA14E174CBD1A5AAE4A7B1BB4488A089539AB0132A2D7F70EA8FFDBBE9,91F3CAAA14E174CBD1A5AAE4A7B1BB4488A089539AB0132A2D7F70EA8FFDBBE9,NOT_APPLICABLE_EXCLUDED
API_IS_HEIR,common/journal_entries/02_pedro_brazil.txt,376,SAFE_CANDIDATE,,true,is_heir = yes,is_heir_of_own_country = yes,is_heir = <yes|no> -> is_heir_of_own_country = <same bool>,true,true,DIRECT_HOMOLOGOUS_MODERN_LINE_SAME_SCOPE_AND_VALUE,81D4C81CD2DBE8B3F4094CFE5072B2A7729BBF591877EA5D9667A81D681576C7,7805E4BEBFAD68EBCEAFBEFC6ECA11934FD9B3E6BFCFAEB506365041B60D2F86,7805E4BEBFAD68EBCEAFBEFC6ECA11934FD9B3E6BFCFAEB506365041B60D2F86,PASS
API_IS_RULER,common/journal_entries/03_korea.txt,218,SAFE_CANDIDATE,,true,is_ruler = yes,is_ruler_of_own_country = yes,is_ruler = <yes|no> -> is_ruler_of_own_country = <same bool>,true,true,DIRECT_HOMOLOGOUS_MODERN_LINE_SAME_SCOPE_AND_VALUE,8BD11B8E39FADCFE63F7270535D84B58C4F2ABB65805DDFB027906527E6C4F8E,11ED96B8A0D555E54DAB05C967AE9775B491BAAC5B8F39CA7621B841A1851858,11ED96B8A0D555E54DAB05C967AE9775B491BAAC5B8F39CA7621B841A1851858,PASS
API_IS_RULER,common/journal_entries/03_korea.txt,233,SAFE_CANDIDATE,,true,is_ruler = yes,is_ruler_of_own_country = yes,is_ruler = <yes|no> -> is_ruler_of_own_country = <same bool>,true,true,DIRECT_HOMOLOGOUS_MODERN_LINE_SAME_SCOPE_AND_VALUE,8BD11B8E39FADCFE63F7270535D84B58C4F2ABB65805DDFB027906527E6C4F8E,11ED96B8A0D555E54DAB05C967AE9775B491BAAC5B8F39CA7621B841A1851858,11ED96B8A0D555E54DAB05C967AE9775B491BAAC5B8F39CA7621B841A1851858,PASS
API_IS_RULER,common/journal_entries/03_korea.txt,320,SAFE_CANDIDATE,,true,is_ruler = yes,is_ruler_of_own_country = yes,is_ruler = <yes|no> -> is_ruler_of_own_country = <same bool>,true,true,DIRECT_HOMOLOGOUS_MODERN_LINE_SAME_SCOPE_AND_VALUE,8BD11B8E39FADCFE63F7270535D84B58C4F2ABB65805DDFB027906527E6C4F8E,11ED96B8A0D555E54DAB05C967AE9775B491BAAC5B8F39CA7621B841A1851858,11ED96B8A0D555E54DAB05C967AE9775B491BAAC5B8F39CA7621B841A1851858,PASS
API_IS_RULER,common/journal_entries/03_korea.txt,338,SAFE_CANDIDATE,,true,is_ruler = yes,is_ruler_of_own_country = yes,is_ruler = <yes|no> -> is_ruler_of_own_country = <same bool>,true,true,DIRECT_HOMOLOGOUS_MODERN_LINE_SAME_SCOPE_AND_VALUE,8BD11B8E39FADCFE63F7270535D84B58C4F2ABB65805DDFB027906527E6C4F8E,11ED96B8A0D555E54DAB05C967AE9775B491BAAC5B8F39CA7621B841A1851858,11ED96B8A0D555E54DAB05C967AE9775B491BAAC5B8F39CA7621B841A1851858,PASS
API_HAS_ROLE,common/journal_entries/04_imperialism_of_promise.txt,18,SAFE_CANDIDATE,,true,has_role = agitator,has_role_of_type = agitator,has_role = <general|admiral|agitator|politician|executive> -> has_role_of_type = <same value>,true,true,DIRECT_HOMOLOGOUS_MODERN_LINE_SAME_SCOPE_AND_VALUE,EF5200E0B9E7A58AF904C73CDD82F3CC4009FFE0CA9364952F793AB4F3E2A682,C041086BF6694B0D2378F087356C8EEBB3EE617A4A72D1AB9E7F61D65C81510E,C041086BF6694B0D2378F087356C8EEBB3EE617A4A72D1AB9E7F61D65C81510E,PASS
API_HAS_ROLE,common/journal_entries/04_imperialism_of_promise.txt,19,SAFE_CANDIDATE,,true,has_role = politician,has_role_of_type = politician,has_role = <general|admiral|agitator|politician|executive> -> has_role_of_type = <same value>,true,true,DIRECT_HOMOLOGOUS_MODERN_LINE_SAME_SCOPE_AND_VALUE,EF5200E0B9E7A58AF904C73CDD82F3CC4009FFE0CA9364952F793AB4F3E2A682,C041086BF6694B0D2378F087356C8EEBB3EE617A4A72D1AB9E7F61D65C81510E,C041086BF6694B0D2378F087356C8EEBB3EE617A4A72D1AB9E7F61D65C81510E,PASS
API_HAS_ROLE,common/journal_entries/04_india_non_cooperation.txt,214,BOUNDED_EXCEPTION,INDIA_CLOSED,true,has_role = politician,EXCLUDED_UNCHANGED,has_role = <general|admiral|agitator|politician|executive> -> has_role_of_type = <same value>,false,false,GLOBAL_API_SIGNATURE_AND_CHARACTER_SCOPE_PROVEN,A697D95414E03ED3F7E010E771F11E19636D45CD8BAECD312FCE510AB432CA1F,A697D95414E03ED3F7E010E771F11E19636D45CD8BAECD312FCE510AB432CA1F,A697D95414E03ED3F7E010E771F11E19636D45CD8BAECD312FCE510AB432CA1F,NOT_APPLICABLE_EXCLUDED
API_HAS_ROLE,common/journal_entries/04_india_non_cooperation.txt,235,BOUNDED_EXCEPTION,INDIA_CLOSED,true,has_role = agitator,EXCLUDED_UNCHANGED,has_role = <general|admiral|agitator|politician|executive> -> has_role_of_type = <same value>,false,false,GLOBAL_API_SIGNATURE_AND_CHARACTER_SCOPE_PROVEN,A697D95414E03ED3F7E010E771F11E19636D45CD8BAECD312FCE510AB432CA1F,A697D95414E03ED3F7E010E771F11E19636D45CD8BAECD312FCE510AB432CA1F,A697D95414E03ED3F7E010E771F11E19636D45CD8BAECD312FCE510AB432CA1F,NOT_APPLICABLE_EXCLUDED
API_IS_RULER,common/journal_entries/04_india_non_cooperation.txt,212,BOUNDED_EXCEPTION,INDIA_CLOSED,false,is_ruler = no,EXCLUDED_UNCHANGED,is_ruler = <yes|no> -> is_ruler_of_own_country = <same bool>,false,false,GLOBAL_API_SIGNATURE_AND_CHARACTER_SCOPE_PROVEN,A697D95414E03ED3F7E010E771F11E19636D45CD8BAECD312FCE510AB432CA1F,A697D95414E03ED3F7E010E771F11E19636D45CD8BAECD312FCE510AB432CA1F,A697D95414E03ED3F7E010E771F11E19636D45CD8BAECD312FCE510AB432CA1F,NOT_APPLICABLE_EXCLUDED
API_IS_RULER,common/journal_entries/04_india_non_cooperation.txt,233,BOUNDED_EXCEPTION,INDIA_CLOSED,false,is_ruler = no,EXCLUDED_UNCHANGED,is_ruler = <yes|no> -> is_ruler_of_own_country = <same bool>,false,false,GLOBAL_API_SIGNATURE_AND_CHARACTER_SCOPE_PROVEN,A697D95414E03ED3F7E010E771F11E19636D45CD8BAECD312FCE510AB432CA1F,A697D95414E03ED3F7E010E771F11E19636D45CD8BAECD312FCE510AB432CA1F,A697D95414E03ED3F7E010E771F11E19636D45CD8BAECD312FCE510AB432CA1F,NOT_APPLICABLE_EXCLUDED
API_IS_HEIR,common/journal_entries/04_india_non_cooperation.txt,213,BOUNDED_EXCEPTION,INDIA_CLOSED,false,is_heir = no,EXCLUDED_UNCHANGED,is_heir = <yes|no> -> is_heir_of_own_country = <same bool>,false,false,GLOBAL_API_SIGNATURE_AND_CHARACTER_SCOPE_PROVEN,A697D95414E03ED3F7E010E771F11E19636D45CD8BAECD312FCE510AB432CA1F,A697D95414E03ED3F7E010E771F11E19636D45CD8BAECD312FCE510AB432CA1F,A697D95414E03ED3F7E010E771F11E19636D45CD8BAECD312FCE510AB432CA1F,NOT_APPLICABLE_EXCLUDED
API_IS_HEIR,common/journal_entries/04_india_non_cooperation.txt,234,BOUNDED_EXCEPTION,INDIA_CLOSED,false,is_heir = no,EXCLUDED_UNCHANGED,is_heir = <yes|no> -> is_heir_of_own_country = <same bool>,false,false,GLOBAL_API_SIGNATURE_AND_CHARACTER_SCOPE_PROVEN,A697D95414E03ED3F7E010E771F11E19636D45CD8BAECD312FCE510AB432CA1F,A697D95414E03ED3F7E010E771F11E19636D45CD8BAECD312FCE510AB432CA1F,A697D95414E03ED3F7E010E771F11E19636D45CD8BAECD312FCE510AB432CA1F,NOT_APPLICABLE_EXCLUDED
API_HAS_ROLE,common/journal_entries/05_austrian_fascism.txt,66,BOUNDED_EXCEPTION,EXISTING_PROTECTED_CONCURRENT_WORK,true,has_role = politician,EXCLUDED_UNCHANGED,has_role = <general|admiral|agitator|politician|executive> -> has_role_of_type = <same value>,false,false,GLOBAL_API_SIGNATURE_AND_CHARACTER_SCOPE_PROVEN,07E0C98C4DB9FB6DAAE1F441C883C84268A8617F635F093FEBF463F83F5EBB8D,07E0C98C4DB9FB6DAAE1F441C883C84268A8617F635F093FEBF463F83F5EBB8D,07E0C98C4DB9FB6DAAE1F441C883C84268A8617F635F093FEBF463F83F5EBB8D,NOT_APPLICABLE_EXCLUDED
API_HAS_ROLE,common/journal_entries/05_austrian_fascism.txt,67,BOUNDED_EXCEPTION,EXISTING_PROTECTED_CONCURRENT_WORK,true,has_role = agitator,EXCLUDED_UNCHANGED,has_role = <general|admiral|agitator|politician|executive> -> has_role_of_type = <same value>,false,false,GLOBAL_API_SIGNATURE_AND_CHARACTER_SCOPE_PROVEN,07E0C98C4DB9FB6DAAE1F441C883C84268A8617F635F093FEBF463F83F5EBB8D,07E0C98C4DB9FB6DAAE1F441C883C84268A8617F635F093FEBF463F83F5EBB8D,07E0C98C4DB9FB6DAAE1F441C883C84268A8617F635F093FEBF463F83F5EBB8D,NOT_APPLICABLE_EXCLUDED
API_HAS_ROLE,common/journal_entries/05_austrian_fascism.txt,219,BOUNDED_EXCEPTION,EXISTING_PROTECTED_CONCURRENT_WORK,true,has_role = politician,EXCLUDED_UNCHANGED,has_role = <general|admiral|agitator|politician|executive> -> has_role_of_type = <same value>,false,false,GLOBAL_API_SIGNATURE_AND_CHARACTER_SCOPE_PROVEN,07E0C98C4DB9FB6DAAE1F441C883C84268A8617F635F093FEBF463F83F5EBB8D,07E0C98C4DB9FB6DAAE1F441C883C84268A8617F635F093FEBF463F83F5EBB8D,07E0C98C4DB9FB6DAAE1F441C883C84268A8617F635F093FEBF463F83F5EBB8D,NOT_APPLICABLE_EXCLUDED
API_HAS_ROLE,common/journal_entries/05_austrian_fascism.txt,220,BOUNDED_EXCEPTION,EXISTING_PROTECTED_CONCURRENT_WORK,true,has_role = agitator,EXCLUDED_UNCHANGED,has_role = <general|admiral|agitator|politician|executive> -> has_role_of_type = <same value>,false,false,GLOBAL_API_SIGNATURE_AND_CHARACTER_SCOPE_PROVEN,07E0C98C4DB9FB6DAAE1F441C883C84268A8617F635F093FEBF463F83F5EBB8D,07E0C98C4DB9FB6DAAE1F441C883C84268A8617F635F093FEBF463F83F5EBB8D,07E0C98C4DB9FB6DAAE1F441C883C84268A8617F635F093FEBF463F83F5EBB8D,NOT_APPLICABLE_EXCLUDED
API_IS_RULER,common/journal_entries/05_metternich.txt,37,BOUNDED_EXCEPTION,EXISTING_PROTECTED_CONCURRENT_WORK,true,is_ruler = yes,EXCLUDED_UNCHANGED,is_ruler = <yes|no> -> is_ruler_of_own_country = <same bool>,false,false,GLOBAL_API_SIGNATURE_AND_CHARACTER_SCOPE_PROVEN,84257192774869AE11B3818E6B2209AC4829EAB5F8190AE0785915ACF779BF45,84257192774869AE11B3818E6B2209AC4829EAB5F8190AE0785915ACF779BF45,84257192774869AE11B3818E6B2209AC4829EAB5F8190AE0785915ACF779BF45,NOT_APPLICABLE_EXCLUDED
API_HAS_ROLE,common/on_actions/00_code_on_actions.txt,1772,SAFE_CANDIDATE,,true,has_role = admiral,has_role_of_type = admiral,has_role = <general|admiral|agitator|politician|executive> -> has_role_of_type = <same value>,true,true,DIRECT_HOMOLOGOUS_MODERN_LINE_SAME_SCOPE_AND_VALUE,922E49301BF510DA2B1D2523AD427F04E3896160A2F20E69BAAC2EA500BDD58C,82EFCFBC4395F1933CC07245D68161D466E032CF3CAF38034F13F0A53DEF2EEC,D4117B8D881681B0EDC0A0AE43E19DAF90A4B137196A24675E8E1E9879608C6D,PASS
API_HAS_ROLE,common/on_actions/00_code_on_actions.txt,1773,SAFE_CANDIDATE,,true,has_role = general,has_role_of_type = general,has_role = <general|admiral|agitator|politician|executive> -> has_role_of_type = <same value>,true,true,DIRECT_HOMOLOGOUS_MODERN_LINE_SAME_SCOPE_AND_VALUE,922E49301BF510DA2B1D2523AD427F04E3896160A2F20E69BAAC2EA500BDD58C,82EFCFBC4395F1933CC07245D68161D466E032CF3CAF38034F13F0A53DEF2EEC,D4117B8D881681B0EDC0A0AE43E19DAF90A4B137196A24675E8E1E9879608C6D,PASS
API_HAS_ROLE,common/on_actions/00_code_on_actions.txt,2230,SAFE_CANDIDATE,,true,has_role = admiral,has_role_of_type = admiral,has_role = <general|admiral|agitator|politician|executive> -> has_role_of_type = <same value>,true,true,DIRECT_HOMOLOGOUS_MODERN_LINE_SAME_SCOPE_AND_VALUE,922E49301BF510DA2B1D2523AD427F04E3896160A2F20E69BAAC2EA500BDD58C,82EFCFBC4395F1933CC07245D68161D466E032CF3CAF38034F13F0A53DEF2EEC,D4117B8D881681B0EDC0A0AE43E19DAF90A4B137196A24675E8E1E9879608C6D,PASS
API_HAS_ROLE,common/on_actions/00_code_on_actions.txt,2231,SAFE_CANDIDATE,,true,has_role = general,has_role_of_type = general,has_role = <general|admiral|agitator|politician|executive> -> has_role_of_type = <same value>,true,true,DIRECT_HOMOLOGOUS_MODERN_LINE_SAME_SCOPE_AND_VALUE,922E49301BF510DA2B1D2523AD427F04E3896160A2F20E69BAAC2EA500BDD58C,82EFCFBC4395F1933CC07245D68161D466E032CF3CAF38034F13F0A53DEF2EEC,D4117B8D881681B0EDC0A0AE43E19DAF90A4B137196A24675E8E1E9879608C6D,PASS
