"legacy_region","script_line","surrounding_block","scope_type","old_expression","old_semantics","candidate_expression","vanilla_proof","geographic_match","semantic_match","decision"
"region_punjab","3312","aggression/britain_consolidating_south_asia","scope:target_country.any_scope_state","region = sr:region_punjab","Match the state or capital against the exact legacy region_punjab state-region footprint.","is_in_geographic_region = geographic_region_punjab_old","Vanilla 1.13.9 defines geographic_region_punjab_old in common/geographic_regions/06_old_strategic_regions.txt; the same typed trigger is used on state scopes in current vanilla scripts.","EXACT_LEGACY_STATE_REGION_FOOTPRINT","EXACT","PATCH"
"region_madras","3576","aggression/indian_suzerain_vs_russia","ROOT.any_scope_state","region = sr:region_madras","Match the state or capital against the exact legacy region_madras state-region footprint.","is_in_geographic_region = geographic_region_madras_old","Vanilla 1.13.9 defines geographic_region_madras_old in common/geographic_regions/06_old_strategic_regions.txt; the same typed trigger is used on state scopes in current vanilla scripts.","EXACT_LEGACY_STATE_REGION_FOOTPRINT","EXACT","PATCH"
"region_bombay","3577","aggression/indian_suzerain_vs_russia","ROOT.any_scope_state","region = sr:region_bombay","Match the state or capital against the exact legacy region_bombay state-region footprint.","is_in_geographic_region = geographic_region_bombay_old","Vanilla 1.13.9 defines geographic_region_bombay_old in common/geographic_regions/06_old_strategic_regions.txt; the same typed trigger is used on state scopes in current vanilla scripts.","EXACT_LEGACY_STATE_REGION_FOOTPRINT","EXACT","PATCH"
"region_bengal","3578","aggression/indian_suzerain_vs_russia","ROOT.any_scope_state","region = sr:region_bengal","Match the state or capital against the exact legacy region_bengal state-region footprint.","is_in_geographic_region = geographic_region_bengal_old","Vanilla 1.13.9 defines geographic_region_bengal_old in common/geographic_regions/06_old_strategic_regions.txt; the same typed trigger is used on state scopes in current vanilla scripts.","EXACT_LEGACY_STATE_REGION_FOOTPRINT","EXACT","PATCH"
"region_central_india","3579","aggression/indian_suzerain_vs_russia","ROOT.any_scope_state","region = sr:region_central_india","Match the state or capital against the exact legacy region_central_india state-region footprint.","is_in_geographic_region = geographic_region_central_india_old","Vanilla 1.13.9 defines geographic_region_central_india_old in common/geographic_regions/06_old_strategic_regions.txt; the same typed trigger is used on state scopes in current vanilla scripts.","EXACT_LEGACY_STATE_REGION_FOOTPRINT","EXACT","PATCH"
"region_punjab","3580","aggression/indian_suzerain_vs_russia","ROOT.any_scope_state","region = sr:region_punjab","Match the state or capital against the exact legacy region_punjab state-region footprint.","is_in_geographic_region = geographic_region_punjab_old","Vanilla 1.13.9 defines geographic_region_punjab_old in common/geographic_regions/06_old_strategic_regions.txt; the same typed trigger is used on state scopes in current vanilla scripts.","EXACT_LEGACY_STATE_REGION_FOOTPRINT","EXACT","PATCH"
"region_madras","3587","aggression/indian_suzerain_subject_states_vs_russia","ROOT.any_subject_or_below.any_scope_state","region = sr:region_madras","Match the state or capital against the exact legacy region_madras state-region footprint.","is_in_geographic_region = geographic_region_madras_old","Vanilla 1.13.9 defines geographic_region_madras_old in common/geographic_regions/06_old_strategic_regions.txt; the same typed trigger is used on state scopes in current vanilla scripts.","EXACT_LEGACY_STATE_REGION_FOOTPRINT","EXACT","PATCH"
"region_bombay","3588","aggression/indian_suzerain_subject_states_vs_russia","ROOT.any_subject_or_below.any_scope_state","region = sr:region_bombay","Match the state or capital against the exact legacy region_bombay state-region footprint.","is_in_geographic_region = geographic_region_bombay_old","Vanilla 1.13.9 defines geographic_region_bombay_old in common/geographic_regions/06_old_strategic_regions.txt; the same typed trigger is used on state scopes in current vanilla scripts.","EXACT_LEGACY_STATE_REGION_FOOTPRINT","EXACT","PATCH"
"region_bengal","3589","aggression/indian_suzerain_subject_states_vs_russia","ROOT.any_subject_or_below.any_scope_state","region = sr:region_bengal","Match the state or capital against the exact legacy region_bengal state-region footprint.","is_in_geographic_region = geographic_region_bengal_old","Vanilla 1.13.9 defines geographic_region_bengal_old in common/geographic_regions/06_old_strategic_regions.txt; the same typed trigger is used on state scopes in current vanilla scripts.","EXACT_LEGACY_STATE_REGION_FOOTPRINT","EXACT","PATCH"
"region_central_india","3590","aggression/indian_suzerain_subject_states_vs_russia","ROOT.any_subject_or_below.any_scope_state","region = sr:region_central_india","Match the state or capital against the exact legacy region_central_india state-region footprint.","is_in_geographic_region = geographic_region_central_india_old","Vanilla 1.13.9 defines geographic_region_central_india_old in common/geographic_regions/06_old_strategic_regions.txt; the same typed trigger is used on state scopes in current vanilla scripts.","EXACT_LEGACY_STATE_REGION_FOOTPRINT","EXACT","PATCH"
"region_punjab","3591","aggression/indian_suzerain_subject_states_vs_russia","ROOT.any_subject_or_below.any_scope_state","region = sr:region_punjab","Match the state or capital against the exact legacy region_punjab state-region footprint.","is_in_geographic_region = geographic_region_punjab_old","Vanilla 1.13.9 defines geographic_region_punjab_old in common/geographic_regions/06_old_strategic_regions.txt; the same typed trigger is used on state scopes in current vanilla scripts.","EXACT_LEGACY_STATE_REGION_FOOTPRINT","EXACT","PATCH"
"region_persia","3674","aggression/maintain_afghan_protectorate","scope:target_country.capital_state","region = sr:region_persia","Match the state or capital against the exact legacy region_persia state-region footprint.","is_in_geographic_region = geographic_region_persia_old","Vanilla 1.13.9 defines geographic_region_persia_old in common/geographic_regions/06_old_strategic_regions.txt; the same typed trigger is used on state scopes in current vanilla scripts.","EXACT_LEGACY_STATE_REGION_FOOTPRINT","EXACT","PATCH"
"region_persia","3731","aggression/eastern_frontier_claims","scope:target_country.any_scope_state","region = sr:region_persia","Match the state or capital against the exact legacy region_persia state-region footprint.","is_in_geographic_region = geographic_region_persia_old","Vanilla 1.13.9 defines geographic_region_persia_old in common/geographic_regions/06_old_strategic_regions.txt; the same typed trigger is used on state scopes in current vanilla scripts.","EXACT_LEGACY_STATE_REGION_FOOTPRINT","EXACT","PATCH"
"region_bombay","3733","aggression/eastern_frontier_claims","scope:target_country.any_scope_state","region = sr:region_bombay","Match the state or capital against the exact legacy region_bombay state-region footprint.","is_in_geographic_region = geographic_region_bombay_old","Vanilla 1.13.9 defines geographic_region_bombay_old in common/geographic_regions/06_old_strategic_regions.txt; the same typed trigger is used on state scopes in current vanilla scripts.","EXACT_LEGACY_STATE_REGION_FOOTPRINT","EXACT","PATCH"
"region_punjab","3734","aggression/eastern_frontier_claims","scope:target_country.any_scope_state","region = sr:region_punjab","Match the state or capital against the exact legacy region_punjab state-region footprint.","is_in_geographic_region = geographic_region_punjab_old","Vanilla 1.13.9 defines geographic_region_punjab_old in common/geographic_regions/06_old_strategic_regions.txt; the same typed trigger is used on state scopes in current vanilla scripts.","EXACT_LEGACY_STATE_REGION_FOOTPRINT","EXACT","PATCH"
"region_persia","6882","wargoal_scores/make_protectorate/afghan_protectorate","scope:target_country.capital_state","region = sr:region_persia","Match the state or capital against the exact legacy region_persia state-region footprint.","is_in_geographic_region = geographic_region_persia_old","Vanilla 1.13.9 defines geographic_region_persia_old in common/geographic_regions/06_old_strategic_regions.txt; the same typed trigger is used on state scopes in current vanilla scripts.","EXACT_LEGACY_STATE_REGION_FOOTPRINT","EXACT","PATCH"
"region_madras","6901","wargoal_scores/make_protectorate/consolidate_colonial_rule","scope:target_country.any_scope_state","region = sr:region_madras","Match the state or capital against the exact legacy region_madras state-region footprint.","is_in_geographic_region = geographic_region_madras_old","Vanilla 1.13.9 defines geographic_region_madras_old in common/geographic_regions/06_old_strategic_regions.txt; the same typed trigger is used on state scopes in current vanilla scripts.","EXACT_LEGACY_STATE_REGION_FOOTPRINT","EXACT","PATCH"
"region_bombay","6902","wargoal_scores/make_protectorate/consolidate_colonial_rule","scope:target_country.any_scope_state","region = sr:region_bombay","Match the state or capital against the exact legacy region_bombay state-region footprint.","is_in_geographic_region = geographic_region_bombay_old","Vanilla 1.13.9 defines geographic_region_bombay_old in common/geographic_regions/06_old_strategic_regions.txt; the same typed trigger is used on state scopes in current vanilla scripts.","EXACT_LEGACY_STATE_REGION_FOOTPRINT","EXACT","PATCH"
"region_bengal","6903","wargoal_scores/make_protectorate/consolidate_colonial_rule","scope:target_country.any_scope_state","region = sr:region_bengal","Match the state or capital against the exact legacy region_bengal state-region footprint.","is_in_geographic_region = geographic_region_bengal_old","Vanilla 1.13.9 defines geographic_region_bengal_old in common/geographic_regions/06_old_strategic_regions.txt; the same typed trigger is used on state scopes in current vanilla scripts.","EXACT_LEGACY_STATE_REGION_FOOTPRINT","EXACT","PATCH"
"region_central_india","6904","wargoal_scores/make_protectorate/consolidate_colonial_rule","scope:target_country.any_scope_state","region = sr:region_central_india","Match the state or capital against the exact legacy region_central_india state-region footprint.","is_in_geographic_region = geographic_region_central_india_old","Vanilla 1.13.9 defines geographic_region_central_india_old in common/geographic_regions/06_old_strategic_regions.txt; the same typed trigger is used on state scopes in current vanilla scripts.","EXACT_LEGACY_STATE_REGION_FOOTPRINT","EXACT","PATCH"
"region_punjab","6905","wargoal_scores/make_protectorate/consolidate_colonial_rule","scope:target_country.any_scope_state","region = sr:region_punjab","Match the state or capital against the exact legacy region_punjab state-region footprint.","is_in_geographic_region = geographic_region_punjab_old","Vanilla 1.13.9 defines geographic_region_punjab_old in common/geographic_regions/06_old_strategic_regions.txt; the same typed trigger is used on state scopes in current vanilla scripts.","EXACT_LEGACY_STATE_REGION_FOOTPRINT","EXACT","PATCH"
