tech_id,reference_class,referencing_object_type,referencing_object_id,file,line_or_context,notes
antibiotics,EVENT_CONDITION,event,lobby_events.57,events/soi_events/00_lobbies_events_03.txt,2149: NOT = { has_technology_researched = antibiotics },
antibiotics,EVENT_CONDITION,event,lobby_events.57,events/soi_events/00_lobbies_events_03.txt,2150: can_research = antibiotics,
antibiotics,EVENT_CONDITION,event,lobby_events.57,events/soi_events/00_lobbies_events_03.txt,2194: target = { has_technology_researched = antibiotics },
antibiotics,EVENT_CONDITION,event,lobby_events.57,events/soi_events/00_lobbies_events_03.txt,2196: NOT = { has_technology_researched = antibiotics },
antibiotics,EVENT_CONDITION,event,lobby_events.57,events/soi_events/00_lobbies_events_03.txt,2197: can_research = antibiotics,
antibiotics,EVENT_CONDITION,event,lobby_events.57,events/soi_events/00_lobbies_events_03.txt,2264: NOT = { has_technology_researched = antibiotics },
antibiotics,EVENT_CONDITION,event,lobby_events.57,events/soi_events/00_lobbies_events_03.txt,2265: can_research = antibiotics,
antibiotics,EVENT_EFFECT,event,lobby_events.57,events/soi_events/00_lobbies_events_03.txt,2267: add_technology_progress = { progress = 5850 technology = antibiotics },
antibiotics,EVENT_CONDITION,event,nursing_events.3,events/tech_events/nursing_events.txt,234: can_research = antibiotics,
antibiotics,EVENT_CONDITION,event,nursing_events.3,events/tech_events/nursing_events.txt,257: can_research = antibiotics,
antibiotics,EVENT_EFFECT,event,nursing_events.3,events/tech_events/nursing_events.txt,259: add_technology_progress = { progress = 5850 technology = antibiotics },
antibiotics,EVENT_CONDITION,event,vampire_panic.1,events/vampire_panic_events.txt,118: NOT = { has_technology_researched = antibiotics },
antibiotics,EVENT_CONDITION,event,vampire_panic.1,events/vampire_panic_events.txt,171: limit = { can_research = antibiotics },
antibiotics,EVENT_EFFECT,event,vampire_panic.1,events/vampire_panic_events.txt,172: add_technology_progress = { progress = 5850 technology = antibiotics },
antibiotics,LOCALIZATION_ONLY,technology_localization,antibiotics,localization/english/inventions_l_english.yml,"79: antibiotics:0 ""Antibiotics""",English name/description key.
antibiotics,LOCALIZATION_ONLY,technology_localization,antibiotics_desc,localization/english/inventions_l_english.yml,"80: antibiotics_desc:0 ""Antibiotics are an advanced medicine used for fighting infections, allowing a greater survival rate in hospitals.""",English name/description key.
arc_welding,COMPANY_REQUIREMENT,company_types,company_ilva,common/company_types/00_companies_italy.txt,43: has_technology_researched = arc_welding,
arc_welding,PM_REQUIREMENT,production_methods,pm_arc_welding_shipbuilding,common/production_methods/01_industry.txt,2015: arc_welding,
arc_welding,PM_REQUIREMENT,production_methods,pm_military_shipbuilding_steam_2,common/production_methods/01_industry.txt,2129: arc_welding,
arc_welding,PM_REQUIREMENT,production_methods,pm_arc_welded_buildings,common/production_methods/13_construction.txt,117: arc_welding,
arc_welding,LOCALIZATION_ONLY,technology_localization,arc_welding,localization/english/inventions_l_english.yml,"83: arc_welding:0 ""Arc Welding""",English name/description key.
arc_welding,LOCALIZATION_ONLY,technology_localization,arc_welding_desc,localization/english/inventions_l_english.yml,"84: arc_welding_desc:0 ""By generating a large amount of electricity, it is possible to create enough heat to melt two pieces of metal together.""",English name/description key.
army_reserves,TRIGGER,ai_strategies,ai_strategy_default,common/ai_strategies/00_default_strategy.txt,4869: has_technology_researched = army_reserves,
army_reserves,UNIT_REQUIREMENT,mobilization_options,mobilization_option_extra_supplies,common/mobilization_options/00_mobilization_option.txt,43: army_reserves,
army_reserves,EVENT_EFFECT,scripted_effects,balkan_war_even_tech,common/scripted_effects/00_chris_scripted_effects.txt,383: TECH = army_reserves,
army_reserves,EVENT_EFFECT,scripted_effects,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,61: add_technology_researched = army_reserves,
army_reserves,PREREQUISITE,technology,logistics,common/technology/technologies/20_military.txt,254: army_reserves,
army_reserves,PREREQUISITE,technology,general_staff,common/technology/technologies/20_military.txt,358: army_reserves,
army_reserves,LOCALIZATION_ONLY,technology_localization,army_reserves,localization/english/inventions_l_english.yml,"85: army_reserves:0 ""Army Reserves""",English name/description key.
army_reserves,LOCALIZATION_ONLY,technology_localization,army_reserves_desc,localization/english/inventions_l_english.yml,"86: army_reserves_desc:0 ""Army Reserves is the concept that a set of semi professional soldiers made up of citizens could work as a support for the regular army.""",English name/description key.
art_silk,PM_REQUIREMENT,production_methods,pm_rayon,common/production_methods/01_industry.txt,1503: art_silk,
art_silk,EVENT_CONDITION,event,silkworm_diseases.5,events/agitators_events/silkworm_diseases.txt,439: can_research = art_silk,
art_silk,EVENT_EFFECT,event,silkworm_diseases.5,events/agitators_events/silkworm_diseases.txt,466: add_technology_progress = { progress = 4000 technology = art_silk },
art_silk,LOCALIZATION_ONLY,technology_localization,art_silk,localization/english/inventions_l_english.yml,"89: art_silk:0 ""Art Silk""",English name/description key.
art_silk,LOCALIZATION_ONLY,technology_localization,art_silk_desc,localization/english/inventions_l_english.yml,"90: art_silk_desc:0 ""By using materials collected from plants, it is possible to create a relative approximation of silk, for much cheaper.""",English name/description key.
artillery,TRIGGER,ai_strategies,ai_strategy_default,common/ai_strategies/00_default_strategy.txt,4791: limit = { has_technology_researched = artillery },
artillery,TRIGGER,ai_strategies,ai_strategy_default,common/ai_strategies/00_default_strategy.txt,4939: has_technology_researched = artillery,
artillery,TRIGGER,character_traits,basic_artillery_commander,common/character_traits/skill_traits.txt,172: has_technology_researched = artillery,
artillery,UNIT_REQUIREMENT,combat_unit_types,combat_unit_type_cannon_artillery,common/combat_unit_types/00_land_combat_unit_types.txt,406: unlocking_technologies = { artillery },
artillery,PM_REQUIREMENT,production_methods,pm_cannons,common/production_methods/01_industry.txt,2427: artillery,
artillery,EVENT_EFFECT,scripted_effects,effect_starting_technology_tier_3_tech,common/scripted_effects/00_starting_inventions.txt,58: add_technology_researched = artillery,
artillery,EVENT_EFFECT,scripted_effects,effect_starting_technology_tier_4_tech,common/scripted_effects/00_starting_inventions.txt,99: add_technology_researched = artillery,
artillery,PREREQUISITE,technology,napoleonic_warfare,common/technology/technologies/20_military.txt,126: artillery,
artillery,PREREQUISITE,technology,shell_gun,common/technology/technologies/20_military.txt,305: artillery,
artillery,GUI_ONLY,gfx,military_mobilization_railroad,dlc/dlc009_trains_pack/gfx/map/spline_network/route_graphics/02_railroad_vehicles.txt,1268: artillery = {,DLC/conditional file
artillery,GUI_ONLY,gfx,military_mobilization_railroad,dlc/dlc009_trains_pack/gfx/map/spline_network/route_graphics/02_railroad_vehicles.txt,1290: tags = { artillery },DLC/conditional file
artillery,GUI_ONLY,gfx,diorama_battle_irregular_01,gfx/map/army_dioramas/military_diorama_battle.txt,"160: attach = { locator = artillery_01_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" can_be_defeated = yes is_visible = { scope:num_units > 0 } }",
artillery,GUI_ONLY,gfx,diorama_battle_irregular_01,gfx/map/army_dioramas/military_diorama_battle.txt,"161: attach = { locator = artillery_02_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" can_be_defeated = yes is_visible = { scope:num_units > 0 } }",
artillery,GUI_ONLY,gfx,diorama_battle_line_01,gfx/map/army_dioramas/military_diorama_battle.txt,"343: attach = { locator = artillery_01_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" can_be_defeated = yes is_visible = { scope:num_units > 0 } }",
artillery,GUI_ONLY,gfx,diorama_battle_line_01,gfx/map/army_dioramas/military_diorama_battle.txt,"344: attach = { locator = artillery_02_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" can_be_defeated = yes is_visible = { scope:num_units > 0 } }",
artillery,GUI_ONLY,gfx,diorama_battle_skirmish_01,gfx/map/army_dioramas/military_diorama_battle.txt,"527: attach = { locator = artillery_01_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" can_be_defeated = yes is_visible = { scope:num_units > 0 } }",
artillery,GUI_ONLY,gfx,diorama_battle_skirmish_01,gfx/map/army_dioramas/military_diorama_battle.txt,"528: attach = { locator = artillery_02_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" can_be_defeated = yes is_visible = { scope:num_units > 0 } }",
artillery,GUI_ONLY,gfx,diorama_battle_skirmish_01,gfx/map/army_dioramas/military_diorama_battle.txt,"529: attach = { locator = artillery_03_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" can_be_defeated = yes is_visible = { scope:num_units > 0 } }",
artillery,GUI_ONLY,gfx,diorama_battle_squad_01,gfx/map/army_dioramas/military_diorama_battle.txt,"704: attach = { locator = artillery_01_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" can_be_defeated = yes is_visible = { scope:num_units > 0 } }",
artillery,GUI_ONLY,gfx,diorama_battle_squad_01,gfx/map/army_dioramas/military_diorama_battle.txt,"705: attach = { locator = artillery_02_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" can_be_defeated = yes is_visible = { scope:num_units > 0 } }",
artillery,GUI_ONLY,gfx,diorama_battle_squad_01,gfx/map/army_dioramas/military_diorama_battle.txt,"706: attach = { locator = artillery_03_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" can_be_defeated = yes is_visible = { scope:num_units > 0 } }",
artillery,GUI_ONLY,gfx,diorama_battle_trench_01,gfx/map/army_dioramas/military_diorama_battle.txt,"889: attach = { locator = artillery_01_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" can_be_defeated = yes is_visible = { scope:num_units > 0 } }",
artillery,GUI_ONLY,gfx,diorama_battle_trench_01,gfx/map/army_dioramas/military_diorama_battle.txt,"890: attach = { locator = artillery_02_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" can_be_defeated = yes is_visible = { scope:num_units > 0 } }",
artillery,GUI_ONLY,gfx,diorama_battle_mechanized_01,gfx/map/army_dioramas/military_diorama_battle.txt,"1061: attach = { locator = artillery_01_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" can_be_defeated = yes is_visible = { scope:num_units > 0 } }",
artillery,GUI_ONLY,gfx,diorama_battle_mechanized_01,gfx/map/army_dioramas/military_diorama_battle.txt,"1062: attach = { locator = artillery_02_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" can_be_defeated = yes is_visible = { scope:num_units > 0 } }",
artillery,GUI_ONLY,gfx,diorama_battle_marines_01,gfx/map/army_dioramas/military_diorama_battle.txt,"1245: attach = { locator = artillery_01_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" can_be_defeated = yes is_visible = { scope:num_units > 0 } }",
artillery,GUI_ONLY,gfx,diorama_battle_marines_01,gfx/map/army_dioramas/military_diorama_battle.txt,"1246: attach = { locator = artillery_02_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" can_be_defeated = yes is_visible = { scope:num_units > 0 } }",
artillery,GUI_ONLY,gfx,diorama_battle_marines_02,gfx/map/army_dioramas/military_diorama_battle.txt,"1429: attach = { locator = artillery_01_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" can_be_defeated = yes is_visible = { scope:num_units > 0 } }",
artillery,GUI_ONLY,gfx,diorama_battle_marines_02,gfx/map/army_dioramas/military_diorama_battle.txt,"1430: attach = { locator = artillery_02_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" can_be_defeated = yes is_visible = { scope:num_units > 0 } }",
artillery,GUI_ONLY,gfx,diorama_battle_marines_02,gfx/map/army_dioramas/military_diorama_battle.txt,"1431: attach = { locator = artillery_03_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" can_be_defeated = yes is_visible = { scope:num_units > 0 } }",
artillery,GUI_ONLY,gfx,diorama_battle_marines_03,gfx/map/army_dioramas/military_diorama_battle.txt,"1608: attach = { locator = artillery_01_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" can_be_defeated = yes is_visible = { scope:num_units > 0 } }",
artillery,GUI_ONLY,gfx,diorama_battle_marines_03,gfx/map/army_dioramas/military_diorama_battle.txt,"1609: attach = { locator = artillery_02_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" can_be_defeated = yes is_visible = { scope:num_units > 0 } }",
artillery,GUI_ONLY,gfx,diorama_battle_marines_03,gfx/map/army_dioramas/military_diorama_battle.txt,"1610: attach = { locator = artillery_03_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" can_be_defeated = yes is_visible = { scope:num_units > 0 } }",
artillery,GUI_ONLY,gfx,front_diorama_01,gfx/map/army_dioramas/military_diorama_frontline.txt,"146: attach = { locator = artillery_01_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" is_visible = { scope:num_units > 0 }}",
artillery,GUI_ONLY,gfx,front_diorama_01,gfx/map/army_dioramas/military_diorama_frontline.txt,"147: attach = { locator = artillery_02_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" is_visible = { scope:num_units > 1 }}",
artillery,GUI_ONLY,gfx,front_diorama_01,gfx/map/army_dioramas/military_diorama_frontline.txt,"148: attach = { locator = artillery_03_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" is_visible = { scope:num_units > 2 }}",
artillery,GUI_ONLY,gfx,front_diorama_basecamp_01,gfx/map/army_dioramas/military_diorama_frontline.txt,"364: attach = { locator = artillery_01_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" is_visible = { scope:num_units > 0 } }",
artillery,GUI_ONLY,gfx,front_diorama_basecamp_01,gfx/map/army_dioramas/military_diorama_frontline.txt,"365: attach = { locator = artillery_02_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" is_visible = { scope:num_units > 1 } }",
artillery,GUI_ONLY,gfx,front_diorama_marines_01,gfx/map/army_dioramas/military_diorama_frontline.txt,"533: attach = { locator = artillery_01_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" is_visible = { scope:num_units > 0 }}",
artillery,GUI_ONLY,gfx,front_diorama_marines_01,gfx/map/army_dioramas/military_diorama_frontline.txt,"534: attach = { locator = artillery_02_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" is_visible = { scope:num_units > 1 }}",
artillery,GUI_ONLY,gfx,front_diorama_marines_01,gfx/map/army_dioramas/military_diorama_frontline.txt,"535: attach = { locator = artillery_03_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" is_visible = { scope:num_units > 2 }}",
artillery,GUI_ONLY,gfx,front_diorama_basecamp_marines_01,gfx/map/army_dioramas/military_diorama_frontline.txt,"736: attach = { locator = artillery_01_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" is_visible = { scope:num_units > 0 } }",
artillery,GUI_ONLY,gfx,front_diorama_basecamp_marines_01,gfx/map/army_dioramas/military_diorama_frontline.txt,"737: attach = { locator = artillery_02_loc combat_unit_group = combat_unit_group_artillery entity_group = ""artillery"" is_visible = { scope:num_units > 1 } }",
artillery,GUI_ONLY,gfx,military_artillery_cannon_generic_diorama_entity,gfx/map/front_entities/front_entities_artillery.txt,"32: group = ""artillery""",
artillery,GUI_ONLY,gfx,military_artillery_mobile_generic_diorama_entity,gfx/map/front_entities/front_entities_artillery.txt,"42: group = ""artillery""",
artillery,GUI_ONLY,gfx,military_artillery_shrapnel_generic_diorama_entity,gfx/map/front_entities/front_entities_artillery.txt,"52: group = ""artillery""",
artillery,GUI_ONLY,gfx,military_artillery_siege_generic_diorama_entity,gfx/map/front_entities/front_entities_artillery.txt,"62: group = ""artillery""",
artillery,GUI_ONLY,gfx,military_tank_heavy_generic_diorama_entity,gfx/map/front_entities/front_entities_artillery.txt,"72: group = ""artillery""",
artillery,GUI_ONLY,gfx,military_train_01,gfx/map/spline_network/military_route_graphics/02_railroad_vehicles.txt,5: artillery = {,
artillery,GUI_ONLY,gfx,military_train_01,gfx/map/spline_network/military_route_graphics/02_railroad_vehicles.txt,27: tags = { artillery },
artillery,GUI_ONLY,gfx,military_mobilization_railroad,gfx/map/spline_network/route_graphics/02_railroad_vehicles.txt,857: artillery = {,
artillery,GUI_ONLY,gfx,military_mobilization_railroad,gfx/map/spline_network/route_graphics/02_railroad_vehicles.txt,879: tags = { artillery },
artillery,GUI_ONLY,gfx,entity,gfx/models/military/units/military_units_artillery.asset,"27: event = { time = 0.0 keep_sound = no sound = { soundeffect = ""event:/SFX/Animation/weapons/artillery/cannon/anm_cannon_artillery_idle_animation"" }}",
artillery,GUI_ONLY,gfx,entity,gfx/models/military/units/military_units_artillery.asset,"33: event = { time = 0.65 node = ""loc_cannon"" particle = ""arms/cannon_firing"" trigger_once = no keep_particle = no keep_sound = no sound = { soundeffect = ""event:/SFX/Animation/weapons/artillery/cannon/wpn_artillery_cannon_shot"" }}",
artillery,GUI_ONLY,gfx,entity,gfx/models/military/units/military_units_artillery.asset,"34: event = { time = 2.05 node = ""impact_site"" particle = ""arms/cannon_explosion"" trigger_once = no keep_particle = no keep_sound = no sound = { soundeffect = ""event:/SFX/Animation/weapons/artillery/cannon/wpn_artillery_cannon_impact"" }}",
artillery,GUI_ONLY,gfx,entity,gfx/models/military/units/military_units_artillery.asset,"35: event = { time = 0.0 keep_sound = no sound = { soundeffect = ""event:/SFX/Animation/weapons/artillery/cannon/anm_cannon_artillery_fire_defensive_animation"" }}",
artillery,GUI_ONLY,gfx,entity,gfx/models/military/units/military_units_artillery.asset,"40: event = { time = 0.0 node = ""loc_cannon"" particle = ""arms/cannon_firing"" trigger_once = no keep_particle = no keep_sound = no sound = { soundeffect = ""event:/SFX/Animation/weapons/artillery/cannon/wpn_artillery_cannon_shot"" }}",
artillery,GUI_ONLY,gfx,entity,gfx/models/military/units/military_units_artillery.asset,"41: event = { time = 1.4 node = ""impact_site"" particle = ""arms/cannon_explosion"" trigger_once = no keep_particle = no keep_sound = no sound = { soundeffect = ""event:/SFX/Animation/weapons/artillery/cannon/wpn_artillery_cannon_impact"" }}",
artillery,GUI_ONLY,gfx,entity,gfx/models/military/units/military_units_artillery.asset,"42: event = { time = 0.0 keep_sound = no sound = { soundeffect = ""event:/SFX/Animation/weapons/artillery/cannon/anm_cannon_artillery_fire_aggressive_animation"" }}",
