Owner_TAG,Owner_Name,State_ID,State_Name,Building_ID,Recommended_Level,Confidence,Tech_Distribution_Review,Technology_Gate_Status,ROAD_LEVEL_JUSTIFICATION,CANAL_LEVEL_JUSTIFICATION,Recommended_Road_PM,Recommended_Canal_PM,Recommended_Rail_PM,Reason,Source_1,Source_2,Notes
SWE,Sweden,STATE_UUSIMAA,Uusimaa,building_naval_fortification,2,HIGH,YES,CURRENT_TECH_ABSENT:scientific_fortification_siegecraft,,,,,,Sveaborg was built from 1748 specifically as a maritime fortress.,https://suomenlinna.fi/en/explore/history/,https://suomenlinna.fi/en/sights/,
SWE,Sweden,STATE_UUSIMAA,Uusimaa,building_naval_administration,1,HIGH,YES,CURRENT_TECH_ABSENT:state_dockyard_systems,,,,,,Sveaborg was a base for the Archipelago Fleet before 1776.,https://suomenlinna.fi/en/explore/history/,https://suomenlinna.fi/en/sights/,
SWE,Sweden,STATE_UUSIMAA,Uusimaa,building_shipyard,1,HIGH,YES,CURRENT_TECH_ABSENT:state_dockyard_systems,,,,,,The Sveaborg dry dock built vessels for the Archipelago Fleet in the 1760s.,https://suomenlinna.fi/en/sights/,https://suomenlinna.fi/en/explore/history/,
SWE,Sweden,STATE_UUSIMAA,Uusimaa,building_port,1,HIGH,YES,CURRENT_TECH_ABSENT:enclosed_dock_systems,,,,,,Helsinki/Sveaborg had permanent military-maritime infrastructure.,https://suomenlinna.fi/en/explore/history/,,
SWE,Sweden,STATE_UUSIMAA,Uusimaa,building_government_administration,1,MEDIUM,NO,CURRENT_TECH_PRESENT:systematic_administrative_statistics,,,,,,The fortress complex and provincial military administration created a significant state administrative presence.,https://suomenlinna.fi/en/explore/history/,,
SWE,Sweden,STATE_UUSIMAA,Uusimaa,building_railway,1,MEDIUM,NO,NOT_APPLICABLE,Level 1 road network serving Helsinki/Sveaborg supply.,No industrial canal seed.,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,Fortress supply and Helsinki regional roads justify a basic road-network level.,https://suomenlinna.fi/en/explore/history/,,
SWE,Sweden,STATE_OSTROBOTHNIA,Ostrobothnia,building_logging_camp,1,HIGH,NO,NOT_APPLICABLE,,,,,,Forest products were a core export/resource activity in Finland's northern and western regions.,https://www.jernkontoret.se/en/the-steel-industry/the-history-of-swedish-steel-industry/,,
SWE,Sweden,STATE_OSTROBOTHNIA,Ostrobothnia,building_fishing_wharf,1,MEDIUM,YES,CURRENT_TECH_ABSENT:marine_chronometry,,,,,,Gulf/Bothnian coastal fisheries justify a modest commercial fishing seed.,https://suomenlinna.fi/en/explore/history/,,
SWE,Sweden,STATE_OSTROBOTHNIA,Ostrobothnia,building_port,1,MEDIUM,YES,CURRENT_TECH_ABSENT:enclosed_dock_systems,,,,,,Established Gulf of Bothnia coastal shipping supports one small port level.,https://suomenlinna.fi/en/explore/history/,,
SWE,Sweden,STATE_OULU,Oulu,building_logging_camp,1,HIGH,NO,NOT_APPLICABLE,,,,,,Forest products were a core export/resource activity in Finland's northern and western regions.,https://www.jernkontoret.se/en/the-steel-industry/the-history-of-swedish-steel-industry/,,
SWE,Sweden,STATE_OULU,Oulu,building_fishing_wharf,1,MEDIUM,YES,CURRENT_TECH_ABSENT:marine_chronometry,,,,,,Gulf/Bothnian coastal fisheries justify a modest commercial fishing seed.,https://suomenlinna.fi/en/explore/history/,,
SWE,Sweden,STATE_OULU,Oulu,building_port,1,MEDIUM,YES,CURRENT_TECH_ABSENT:enclosed_dock_systems,,,,,,Established Gulf of Bothnia coastal shipping supports one small port level.,https://suomenlinna.fi/en/explore/history/,,
SWE,Sweden,STATE_KUOPIO,Kuopio,building_logging_camp,1,HIGH,NO,NOT_APPLICABLE,,,,,,Interior Finnish forest exploitation was economically important even without rationalized forestry.,https://www.jernkontoret.se/en/the-steel-industry/the-history-of-swedish-steel-industry/,,
SWE,Sweden,STATE_ALAND,Åland,building_fishing_wharf,1,MEDIUM,YES,CURRENT_TECH_ABSENT:marine_chronometry,,,,,,Åland's island economy was strongly maritime and fishing-oriented.,https://suomenlinna.fi/en/explore/history/,,
SWE,Sweden,STATE_ALAND,Åland,building_port,1,MEDIUM,YES,CURRENT_TECH_ABSENT:enclosed_dock_systems,,,,,,A modest harbor level reflects island shipping without creating a major commercial hub.,https://suomenlinna.fi/en/explore/history/,,
DENNOR,Denmark-Norway,STATE_ZEALAND,Zealand,building_trade_center,2,HIGH,NO,NOT_APPLICABLE,,,,,,"Copenhagen was the monarchy's dominant administrative, naval and long-distance commercial center.",https://www.navalhistory.dk/Danish/Tidslinie/Aarligt/1700.htm,https://natmus.dk/historisk-viden/temaer/militaerhistorie/den-hvervede-haer/krigen-og-dens-forberedelse/militaerindustrien/,
DENNOR,Denmark-Norway,STATE_ZEALAND,Zealand,building_port,2,HIGH,YES,CURRENT_TECH_ABSENT:enclosed_dock_systems,,,,,,Copenhagen was the principal port and naval base of Denmark-Norway.,https://www.navalhistory.dk/Danish/Tidslinie/Aarligt/1700.htm,,
DENNOR,Denmark-Norway,STATE_ZEALAND,Zealand,building_shipyard,2,HIGH,YES,CURRENT_TECH_ABSENT:state_dockyard_systems,,,,,,Holmen/Nyholm sustained permanent warship construction and dockyard activity.,https://www.navalhistory.dk/Danish/Tidslinie/Aarligt/1700.htm,,
DENNOR,Denmark-Norway,STATE_ZEALAND,Zealand,building_naval_administration,2,HIGH,YES,CURRENT_TECH_ABSENT:state_dockyard_systems,,,,,,Copenhagen housed the fleet's central dockyard and naval institutions.,https://www.navalhistory.dk/Danish/Tidslinie/Aarligt/1700.htm,,
DENNOR,Denmark-Norway,STATE_ZEALAND,Zealand,building_naval_fortification,1,HIGH,YES,CURRENT_TECH_ABSENT:scientific_fortification_siegecraft,,,,,,Copenhagen's naval infrastructure and fortified approaches justify one naval-fortification level.,https://www.navalhistory.dk/Danish/Tidslinie/Aarligt/1700.htm,,
DENNOR,Denmark-Norway,STATE_ZEALAND,Zealand,building_arms_industry,1,HIGH,NO,CURRENT_TECH_PRESENT:regulated_small_arms,,,,,,"The crown maintained organized military-industrial supply, including firearms production.",https://natmus.dk/historisk-viden/temaer/militaerhistorie/den-hvervede-haer/krigen-og-dens-forberedelse/militaerindustrien/,,
DENNOR,Denmark-Norway,STATE_ZEALAND,Zealand,building_artillery_foundry,1,HIGH,NO,CURRENT_TECH_PRESENT:standardized_field_artillery,,,,,,Frederiksværk had a cannon foundry serving army and navy before 1776.,https://natmus.dk/historisk-viden/temaer/militaerhistorie/den-hvervede-haer/krigen-og-dens-forberedelse/militaerindustrien/,,
DENNOR,Denmark-Norway,STATE_ZEALAND,Zealand,building_textile_mill,1,HIGH,NO,CURRENT_TECH_PRESENT:organized_textile_production,,,,,,Royal and military wool manufactories supplied uniforms and organized textile output.,https://natmus.dk/historisk-viden/temaer/militaerhistorie/den-hvervede-haer/krigen-og-dens-forberedelse/militaerindustrien/,,
DENNOR,Denmark-Norway,STATE_ZEALAND,Zealand,building_government_administration,2,HIGH,NO,CURRENT_TECH_PRESENT:systematic_administrative_statistics,,,,,,Copenhagen concentrated the absolutist monarchy's central administration.,https://www.navalhistory.dk/Danish/Tidslinie/Aarligt/1700.htm,,
DENNOR,Denmark-Norway,STATE_ZEALAND,Zealand,building_university,1,HIGH,NO,CURRENT_TECH_PRESENT:specialized_technical_academies,,,,,,University and naval/construction schools make one higher-education building appropriate.,https://www.navalhistory.dk/Danish/Tidslinie/Aarligt/1700.htm,,
DENNOR,Denmark-Norway,STATE_ZEALAND,Zealand,building_railway,2,MEDIUM,NO,NOT_APPLICABLE,Level 2 traditional road network around Copenhagen and Zealand.,No industrial canal seed.,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,Dense capital-region roads and royal communications justify a stronger road network.,https://www.navalhistory.dk/Danish/Tidslinie/Aarligt/1700.htm,,
DENNOR,Denmark-Norway,STATE_EASTERN_NORWAY,Eastern Norway,building_glassworks,1,HIGH,NO,CURRENT_TECH_UNVERIFIED:organized_workshops,,,,,,Nøstetangen glassworks operated from 1741 and Hurdal followed in 1768–69.,https://snl.no/N%C3%B8stetangen_glassverk,https://snl.no/kunsth%C3%A5ndverk_og_design_i_Norge,
DENNOR,Denmark-Norway,STATE_EASTERN_NORWAY,Eastern Norway,building_logging_camp,1,HIGH,NO,NOT_APPLICABLE,,,,,,"Forestry supplied glassworks, mines, ironworks and timber trade.",https://snl.no/Kongsberg_s%C3%B8lvverk,https://snl.no/norsk_bergindustrihistorie,
DENNOR,Denmark-Norway,STATE_EASTERN_NORWAY,Eastern Norway,building_port,1,MEDIUM,YES,CURRENT_TECH_ABSENT:enclosed_dock_systems,,,,,,Christiania/Drammen export and mining supply traffic support one modest port level.,https://snl.no/Kongsberg_s%C3%B8lvverk,,
DENNOR,Denmark-Norway,STATE_EASTERN_NORWAY,Eastern Norway,building_government_administration,1,MEDIUM,NO,CURRENT_TECH_PRESENT:systematic_administrative_statistics,,,,,,Christiania was a significant administrative and commercial center within Norway.,https://snl.no/Bergen_-_historie,,
DENNOR,Denmark-Norway,STATE_EASTERN_NORWAY,Eastern Norway,building_railway,1,HIGH,NO,NOT_APPLICABLE,Level 1 road network anchored by Kongsberg–Drammen/Christiania supply routes.,No industrial canal seed.,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,The Sølvveien and mining supply routes linking Kongsberg to Drammen were established regional transport infrastructure.,https://snl.no/Kongsberg_s%C3%B8lvverk,,
DENNOR,Denmark-Norway,STATE_NORTHERN_NORWAY,Northern Norway,building_copper_mine,1,HIGH,NO,CURRENT_TECH_PRESENT:shaft_mining,,,,,,Røros was Norway's second-largest mining enterprise and copper output peaked in 1774.,https://snl.no/norsk_bergindustrihistorie,https://snl.no/Peder_Hjort,
DENNOR,Denmark-Norway,STATE_NORTHERN_NORWAY,Northern Norway,building_fishing_wharf,2,HIGH,YES,CURRENT_TECH_ABSENT:marine_chronometry,,,,,,Northern fisheries fed the long-established Bergen-centered stockfish trade.,https://snl.no/Norsk_skipsfartshistorie_f%C3%B8r_1940,https://snl.no/norsk_fiskerihistorie,
DENNOR,Denmark-Norway,STATE_NORTHERN_NORWAY,Northern Norway,building_logging_camp,1,MEDIUM,NO,NOT_APPLICABLE,,,,,,Mining and coastal shipping required substantial timber supplies.,https://snl.no/norsk_bergindustrihistorie,,
DENNOR,Denmark-Norway,STATE_NORTHERN_NORWAY,Northern Norway,building_port,1,MEDIUM,YES,CURRENT_TECH_ABSENT:enclosed_dock_systems,,,,,,"Coastal trade and fisheries justify a small port seed, not a major entrepôt.",https://snl.no/Norsk_skipsfartshistorie_f%C3%B8r_1940,,
DENNOR,Denmark-Norway,STATE_WESTERN_NORWAY,Western Norway,building_trade_center,1,HIGH,NO,NOT_APPLICABLE,,,,,,Bergen remained Norway's largest city and the central redistribution/export market for northern fish.,https://snl.no/Bergen_-_historie,https://snl.no/Norges_utenrikshandel,
DENNOR,Denmark-Norway,STATE_WESTERN_NORWAY,Western Norway,building_port,2,HIGH,YES,CURRENT_TECH_ABSENT:enclosed_dock_systems,,,,,,Bergen was the principal Norwegian commercial harbor.,https://snl.no/Bergen_-_historie,https://snl.no/Norsk_skipsfartshistorie_f%C3%B8r_1940,
DENNOR,Denmark-Norway,STATE_WESTERN_NORWAY,Western Norway,building_fishing_wharf,2,HIGH,YES,CURRENT_TECH_ABSENT:marine_chronometry,,,,,,Fish exports were a central basis of Bergen's regional commercial system.,https://snl.no/Bergen_-_historie,https://snl.no/norsk_fiskerihistorie,
DENNOR,Denmark-Norway,STATE_WESTERN_NORWAY,Western Norway,building_shipyard,1,MEDIUM,YES,CURRENT_TECH_ABSENT:state_dockyard_systems,,,,,,Norwegian commercial shipping employed growing shipbuilding and repair capacity during the eighteenth century.,https://snl.no/Norsk_skipsfartshistorie_f%C3%B8r_1940,,
DENNOR,Denmark-Norway,STATE_WESTERN_NORWAY,Western Norway,building_railway,1,LOW,NO,NOT_APPLICABLE,Level 1 only; maritime transport remained dominant.,No canal seed.,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,Regional roads existed but western transport remained strongly maritime; keep road scale modest.,https://snl.no/Bergen_-_historie,,
DENNOR,Denmark-Norway,STATE_JUTLAND,Jutland,building_livestock_ranch,2,HIGH,NO,CURRENT_TECH_PRESENT:improved_husbandry,,,,,,Jutland's agrarian economy supports significant commercial livestock production.,https://natmus.dk/historisk-viden/temaer/militaerhistorie/den-hvervede-haer/krigen-og-dens-forberedelse/militaerindustrien/,,
DENNOR,Denmark-Norway,STATE_JUTLAND,Jutland,building_rye_farm,1,MEDIUM,NO,CURRENT_TECH_PRESENT:improved_husbandry,,,,,,"Commercial cereal agriculture was established, but not at a scale warranting very high levels.",https://natmus.dk/historisk-viden/temaer/militaerhistorie/den-hvervede-haer/krigen-og-dens-forberedelse/militaerindustrien/,,
DENNOR,Denmark-Norway,STATE_JUTLAND,Jutland,building_fishing_wharf,1,MEDIUM,YES,CURRENT_TECH_ABSENT:marine_chronometry,,,,,,North Sea and Kattegat fisheries justify a modest seed.,https://snl.no/Norsk_skipsfartshistorie_f%C3%B8r_1940,,
DENNOR,Denmark-Norway,STATE_JUTLAND,Jutland,building_railway,1,MEDIUM,NO,NOT_APPLICABLE,Level 1 traditional road network.,No industrial canal seed.,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,A basic crown/post-road network is justified.,https://www.navalhistory.dk/Danish/Tidslinie/Aarligt/1700.htm,,
DENNOR,Denmark-Norway,STATE_ICELAND,Iceland,building_fishing_wharf,1,HIGH,YES,CURRENT_TECH_ABSENT:marine_chronometry,,,,,,Fishing was a central subsistence/export activity; one commercial wharf level is conservative.,https://snl.no/Norsk_skipsfartshistorie_f%C3%B8r_1940,,
DENNOR,Denmark-Norway,STATE_ICELAND,Iceland,building_livestock_ranch,1,MEDIUM,NO,CURRENT_TECH_PRESENT:improved_husbandry,,,,,,Pastoral livestock was structurally important to Icelandic agriculture.,https://snl.no/Norsk_skipsfartshistorie_f%C3%B8r_1940,,
DENNOR,Denmark-Norway,STATE_ICELAND,Iceland,building_port,1,LOW,YES,CURRENT_TECH_ABSENT:enclosed_dock_systems,,,,,,"Monopoly-era Iceland had coastal trade points, but this should remain a minimal port seed rather than a trade center.",https://snl.no/Norsk_skipsfartshistorie_f%C3%B8r_1940,,
RUS,Russia,STATE_INGRIA,Ingria,building_trade_center,3,HIGH,NO,NOT_APPLICABLE,,,,,,St Petersburg had become a principal Russian export outlet and major Baltic commercial hub by the mid-eighteenth century.,https://journals.sagepub.com/doi/10.1177/08438714231169583,https://www.tandfonline.com/doi/pdf/10.1080/03585522.1981.10407958,
RUS,Russia,STATE_INGRIA,Ingria,building_port,2,HIGH,YES,CURRENT_TECH_ABSENT:enclosed_dock_systems,,,,,,St Petersburg and Kronstadt formed the empire's principal Baltic maritime gateway.,https://admship.ru/en/about/history/,https://journals.sagepub.com/doi/10.1177/08438714231169583,
RUS,Russia,STATE_INGRIA,Ingria,building_shipyard,2,HIGH,YES,CURRENT_TECH_ABSENT:state_dockyard_systems,,,,,,The Admiralty shipyard had continuously built major naval vessels since 1704.,https://admship.ru/en/about/history/,,
RUS,Russia,STATE_INGRIA,Ingria,building_naval_administration,2,HIGH,YES,CURRENT_TECH_ABSENT:state_dockyard_systems,,,,,,The Admiralty and Baltic Fleet institutions make this a first-rank naval administration center.,https://admship.ru/en/about/history/,,
RUS,Russia,STATE_INGRIA,Ingria,building_naval_fortification,2,HIGH,YES,CURRENT_TECH_ABSENT:scientific_fortification_siegecraft,,,,,,Kronstadt/St Petersburg formed a heavily fortified Baltic naval complex.,https://admship.ru/en/about/history/,,
RUS,Russia,STATE_INGRIA,Ingria,building_arms_industry,1,HIGH,NO,CURRENT_TECH_PRESENT:regulated_small_arms,,,,,,Sestroretsk was administered together with Tula as a state arms-production center.,https://guides.rusarchives.ru/terms/10/2911/oruzheynaya-kontora,https://museum-arms.ru/exhibitions/e/vystavka-oruzeinaia-kuznica-rossiiskoi-imperii-1721-1917-k-3,
RUS,Russia,STATE_INGRIA,Ingria,building_artillery_foundry,1,MEDIUM,NO,CURRENT_TECH_PRESENT:standardized_field_artillery,,,,,,The Admiralty's industrial complex and nearby state works produced artillery and naval metal goods.,https://guides.rusarchives.ru/terms/10/2911/oruzheynaya-kontora,,
RUS,Russia,STATE_INGRIA,Ingria,building_government_administration,2,HIGH,NO,CURRENT_TECH_PRESENT:systematic_administrative_statistics,,,,,,St Petersburg was the imperial capital and administrative center.,https://admship.ru/en/about/history/,,
RUS,Russia,STATE_INGRIA,Ingria,building_university,1,HIGH,YES,CURRENT_TECH_ABSENT:specialized_technical_academies,,,,,,"The capital hosted the Academy of Sciences and, from 1773/74, the Mining School, fitting the building's technical-education abstraction.",https://admship.ru/en/about/history/,https://en.spmi.ru/university/history,
RUS,Russia,STATE_INGRIA,Ingria,building_glassworks,1,MEDIUM,NO,CURRENT_TECH_UNVERIFIED:organized_workshops,,,,,,Imperial urban demand and state manufactures support a modest organized glassworks seed.,https://admship.ru/en/about/history/,,
RUS,Russia,STATE_INGRIA,Ingria,building_textile_mill,1,MEDIUM,NO,CURRENT_TECH_PRESENT:organized_textile_production,,,,,,State and private manufactories serving the capital support one organized textile level.,https://admship.ru/en/about/history/,,
RUS,Russia,STATE_INGRIA,Ingria,building_construction_sector,2,HIGH,NO,CURRENT_TECH_UNVERIFIED:organized_financial_institutions,,,,,,"The imperial capital sustained large permanent state building, naval and infrastructure works.",https://admship.ru/en/about/history/,https://history.milportal.ru/primenenie-vojsk-na-stroitelstve-ladozhskogo-kanala-1719-1731-gg/?print=print,
RUS,Russia,STATE_INGRIA,Ingria,building_railway,2,HIGH,YES,CURRENT_TECH_ABSENT:industrial_canals,Level 2 road network for imperial/post routes centered on St Petersburg.,Level 2 canal justification: the Ladoga bypass canal opened in 1731 and functioned as part of the Volga–Baltic supply route.,pm_traditional_road_network,pm_industrial_canals,pm_no_rail_network,The capital was tied to Moscow and the interior by maintained state/post roads and the Volga–Baltic waterway.,https://museum.tverlib.ru/yamschickoe-delo-pochtovye-trakty,https://history.milportal.ru/primenenie-vojsk-na-stroitelstve-ladozhskogo-kanala-1719-1731-gg/?print=print,
RUS,Russia,STATE_NOVGOROD,Novgorod,building_logging_camp,1,HIGH,NO,NOT_APPLICABLE,,,,,,Forests and timber were major inputs/exports along the St Petersburg supply corridor.,https://journals.sagepub.com/doi/10.1177/08438714231169583,,
RUS,Russia,STATE_NOVGOROD,Novgorod,building_rye_farm,1,MEDIUM,NO,CURRENT_TECH_PRESENT:improved_husbandry,,,,,,Commercial grain provisioning for the capital justifies a modest cereal seed.,https://history.milportal.ru/primenenie-vojsk-na-stroitelstve-ladozhskogo-kanala-1719-1731-gg/?print=print,,
RUS,Russia,STATE_NOVGOROD,Novgorod,building_railway,1,HIGH,NO,NOT_APPLICABLE,Level 1 regional road network.,Canal/waterway role is material but the principal artificial works sit farther west; keep canal PM off here to avoid double counting.,pm_traditional_road_network,pm_no_canal_network,pm_no_rail_network,Novgorod lay on the Msta–Volkhov water/road corridor feeding St Petersburg.,https://history.milportal.ru/primenenie-vojsk-na-stroitelstve-ladozhskogo-kanala-1719-1731-gg/?print=print,,
