hidden_tech_id,hidden_reason,era,category,responsibility_type,object_id,source_file,current_effect,current_status,recommended_target_tech,recommended_target_visible,recommended_target_era,action,confidence,historical_rationale,gameplay_rationale,human_review_required,notes
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:BOL,common/history/countries/bol - bolivia.txt,add_technology_researched -> academia; occurrences=1; lines=5,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/bol - bolivia.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:BRZ,common/history/countries/brz - brazil.txt,add_technology_researched -> academia; occurrences=1; lines=5,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/brz - brazil.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:CRO,common/history/countries/cro - croatia.txt,add_technology_researched -> academia; occurrences=1; lines=4,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/cro - croatia.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:DEN,common/history/countries/den - denmark.txt,add_technology_researched -> academia; occurrences=1; lines=4,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/den - denmark.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:DENNOR,common/history/countries/dennor - denmark-norway.txt,add_technology_researched -> academia; occurrences=1; lines=5,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/dennor - denmark-norway.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:ECU,common/history/countries/ecu - ecuador.txt,add_technology_researched -> academia; occurrences=1; lines=5,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/ecu - ecuador.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:FRA,common/history/countries/fra - france.txt,add_technology_researched -> academia; occurrences=1; lines=4,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/fra - france.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:GAL,common/history/countries/gal - austrian poland.txt,add_technology_researched -> academia; occurrences=1; lines=4,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/gal - austrian poland.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:GBR,common/history/countries/gbr - great britain.txt,add_technology_researched -> academia; occurrences=1; lines=10,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/gbr - great britain.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:GEN,common/history/countries/gen - genoa.txt,add_technology_researched -> academia; occurrences=1; lines=4,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/gen - genoa.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:HAI,common/history/countries/hai - haiti.txt,add_technology_researched -> academia; occurrences=1; lines=9,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/hai - haiti.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:HBC,common/history/countries/hbc - hubson bay company.txt,add_technology_researched -> academia; occurrences=1; lines=10,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/hbc - hubson bay company.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:HBC,common/history/countries/hbc - hudson bay company.txt,add_technology_researched -> academia; occurrences=1; lines=4,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/hbc - hudson bay company.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:HUN,common/history/countries/hun - hungary.txt,add_technology_researched -> academia; occurrences=1; lines=4,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/hun - hungary.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:IR1,common/history/countries/ir1 - mamluk iraq.txt,add_technology_researched -> academia; occurrences=1; lines=5,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/ir1 - mamluk iraq.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:IREK,common/history/countries/irek - ireland.txt,add_technology_researched -> academia; occurrences=1; lines=5,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/irek - ireland.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:JAP,common/history/countries/jap - japan.txt,add_technology_researched -> academia; occurrences=1; lines=5,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/jap - japan.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:LAN,common/history/countries/lan - lanfang.txt,add_technology_researched -> academia; occurrences=1; lines=8,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=vanilla; exact source exists at C:/Games/Victoria 3/game/common/history/countries/lan - lanfang.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:LOU,common/history/countries/lou - louisiana.txt,add_technology_researched -> academia; occurrences=1; lines=5,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/lou - louisiana.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:MEX,common/history/countries/mex - mexico.txt,add_technology_researched -> academia; occurrences=1; lines=5,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/mex - mexico.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:NBS,common/history/countries/nbs - new brunswick.txt,add_technology_researched -> academia; occurrences=1; lines=6,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/nbs - new brunswick.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:NET,common/history/countries/net - netherlands.txt,add_technology_researched -> academia; occurrences=1; lines=5,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/net - netherlands.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:NOR,common/history/countries/nor - norway.txt,add_technology_researched -> academia; occurrences=1; lines=4,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/nor - norway.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:NVS,common/history/countries/nvs - nova scotia.txt,add_technology_researched -> academia; occurrences=1; lines=6,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/nvs - nova scotia.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:ONT,common/history/countries/ont - ontario.txt,add_technology_researched -> academia; occurrences=1; lines=6,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/ont - ontario.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:ORG,common/history/countries/org -oregan.txt,add_technology_researched -> academia; occurrences=1; lines=10,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/org -oregan.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:PEU,common/history/countries/peu - Peru.txt,add_technology_researched -> academia; occurrences=1; lines=5,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/peu - Peru.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:POR,common/history/countries/por - portugal.txt,add_technology_researched -> academia; occurrences=1; lines=4,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/por - portugal.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:PRG,common/history/countries/prg - Paraguay.txt,add_technology_researched -> academia; occurrences=1; lines=5,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/prg - Paraguay.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:PRU,common/history/countries/pru - prussia.txt,add_technology_researched -> academia; occurrences=1; lines=4,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/pru - prussia.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:QUE,common/history/countries/que - quebec.txt,add_technology_researched -> academia; occurrences=1; lines=6,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/que - quebec.txt
academia,CAN_RESEARCH_NO_AND_GUI_LEGACY_FILTER,era_7,society,starting_technology_grant,c:SC1,common/history/countries/sc1 - colonial mexico.txt,add_technology_researched -> academia; occurrences=1; lines=5,ACTIVE_REFERENCE_TO_HIDDEN_TECH,specialized_technical_academies,YES,era_3,MOVE_TO_VISIBLE_TECH,MEDIUM,"The legacy responsibility of academia should follow its closest visible successor, specialized_technical_academies, in the 1776 tree.",The replacement should preserve country setup strength without granting a hidden technology; verify country by country before implementation.,NO,effective_layer=mod; exact source exists at C:/Users/simeo/Documents/Paradox Interactive/Victoria 3/mod/1776_Age_of_Revolutions_fork/common/history/countries/sc1 - colonial mexico.txt
