hidden_tech_id,responsibility_type,object_id,source_file,old_owner,approved_target,implementation_action,implementation_status,actual_file_changed,validation,notes
army_reserves,direct_modifier,country_general_rank_impact_mult,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,army_reserves,corps_organization,REMOVE_SOURCE_MODIFIER_AND_ENSURE_EXACT_TARGET_VALUE,IMPLEMENTED,common/technology/technologies/20_tech3a_military.txt;common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,exact country_general_rank_impact_mult = 0.2; added_to_target=YES,
army_reserves,direct_modifier,state_conscription_rate_mult,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,army_reserves,corps_organization,REMOVE_SOURCE_MODIFIER_AND_ENSURE_EXACT_TARGET_VALUE,IMPLEMENTED,common/technology/technologies/20_tech3a_military.txt;common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,exact state_conscription_rate_mult = 0.2; added_to_target=YES,
army_reserves,mobilization_option_unlock,mobilization_option_extra_supplies,common/mobilization_options/00_mobilization_option.txt,army_reserves,corps_organization,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/mobilization_options/00_mobilization_option.txt,exact audited lines 43; old owner removed; target present,
army_reserves,technology_grant_parameter,balkan_war_even_tech,common/scripted_effects/00_chris_scripted_effects.txt,army_reserves,corps_organization,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/scripted_effects/00_chris_scripted_effects.txt,exact audited lines 383; old owner removed; target present,
artillery,ai_strategy_technology_trigger,ai_strategy_default,common/ai_strategies/00_default_strategy.txt,artillery,standardized_field_artillery,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/ai_strategies/00_default_strategy.txt,"exact audited lines 4151,4324; old owner removed; target present",
artillery,character_trait_technology_trigger,basic_artillery_commander,common/character_traits/skill_traits.txt,artillery,standardized_field_artillery,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/character_traits/skill_traits.txt,exact audited lines 172; old owner removed; target present,
artillery,unit_unlock,combat_unit_type_cannon_artillery,common/combat_unit_types/00_land_combat_unit_types.txt,artillery,standardized_field_artillery,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/combat_unit_types/00_land_combat_unit_types.txt,exact audited lines 406; old owner removed; target present,
banking,none,NONE,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,banking,NONE,RETAIN_COMPATIBILITY_ALIAS,COMPATIBILITY_REFERENCE_ALLOWED,NONE,alias definition retained; no active responsibility,
central_archives,decision_technology_trigger,jap_upgrade_the_shinsengumi,common/decisions/japan_decisions.txt,central_archives,central_statistical_offices,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/decisions/japan_decisions.txt,exact audited lines 92; old owner removed; target present,
central_archives,event_technology_trigger,1848.5,events/1848.txt,central_archives,central_statistical_offices,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/1848.txt,"exact audited lines 558,564; old owner removed; target present",
central_archives,event_technology_trigger,sepoy_mutiny_events.11,events/india_events/sepoy_mutiny_events.txt,central_archives,central_statistical_offices,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/india_events/sepoy_mutiny_events.txt,exact audited lines 2954; old owner removed; target present,
central_archives,technology_grant_effect,sepoy_mutiny_events.11,events/india_events/sepoy_mutiny_events.txt,central_archives,central_statistical_offices,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/india_events/sepoy_mutiny_events.txt,exact audited lines 2957; old owner removed; target present,
centralization,ai_strategy_technology_trigger,ai_strategy_default,common/ai_strategies/00_default_strategy.txt,centralization,systematic_administrative_statistics,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/ai_strategies/00_default_strategy.txt,exact audited lines 4392; old owner removed; target present,
centralization,ai_strategy_technology_trigger,ai_strategy_unify_ethiopia,common/ai_strategies/02_diplomatic_strategies.txt,centralization,systematic_administrative_statistics,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/ai_strategies/02_diplomatic_strategies.txt,exact audited lines 2185; old owner removed; target present,
centralization,event_technology_trigger,1848.5,events/1848.txt,centralization,systematic_administrative_statistics,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/1848.txt,exact audited lines 560; old owner removed; target present,
centralization,event_technology_trigger,ig_suppression_events.1001,events/ig_suppression_events.txt,centralization,systematic_administrative_statistics,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/ig_suppression_events.txt,exact audited lines 960; old owner removed; target present,
currency_standards,interest_group_technology_trigger,ig_industrialists,common/interest_groups/00_industrialists.txt,currency_standards,scientific_metrology,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/interest_groups/00_industrialists.txt,exact audited lines 470; old owner removed; target present,
currency_standards,party_technology_trigger,free_trade_party,common/parties/free_trade_party.txt,currency_standards,scientific_metrology,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/parties/free_trade_party.txt,exact audited lines 507; old owner removed; target present,
democracy,history_technology_trigger,POLITICAL_MOVEMENTS,common/history/political_movements/00_movements.txt,democracy,constitutional_government,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/history/political_movements/00_movements.txt,exact audited lines 33; old owner removed; target present,
democracy,ideology_technology_trigger,ideology_liberal_leader,common/ideologies/01_character_ideologies.txt,democracy,constitutional_government,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/ideologies/01_character_ideologies.txt,exact audited lines 8863; old owner removed; target present,
democracy,political_movement_technology_trigger,movement_liberal,common/political_movements/00_ideological_movements.txt,democracy,constitutional_government,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/political_movements/00_ideological_movements.txt,exact audited lines 4616; old owner removed; target present,
democracy,scripted_effect_technology_trigger,adopt_random_antigovernment_ideology,common/scripted_effects/00_victoria_scripted_effects.txt,democracy,constitutional_government,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/scripted_effects/00_victoria_scripted_effects.txt,exact audited lines 1261; old owner removed; target present,
dialectics,character_template_technology_trigger,RUS_alexander_fyodorovich_kerensky,common/character_templates/country_rus.txt,dialectics,socialism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/character_templates/country_rus.txt,exact audited lines 993; old owner removed; target present,
dialectics,character_template_technology_trigger,RUS_georgi_valentinovich_plekhanov,common/character_templates/country_rus.txt,dialectics,socialism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/character_templates/country_rus.txt,exact audited lines 1146; old owner removed; target present,
dialectics,direct_modifier,country_institution_schools_max_investment_add,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,dialectics,polytechnical_education,REMOVE_SOURCE_MODIFIER_AND_ENSURE_EXACT_TARGET_VALUE,IMPLEMENTED,common/technology/technologies/30_tech3a_society.txt;common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,exact country_institution_schools_max_investment_add = 1; added_to_target=YES,
dialectics,event_technology_trigger,historical_agitators.18,events/agitators_events/historic_agitator_events.txt,dialectics,socialism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/agitators_events/historic_agitator_events.txt,exact audited lines 1693; old owner removed; target present,
dialectics,event_technology_trigger,ig_suppression_events.1000,events/ig_suppression_events.txt,dialectics,socialism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/ig_suppression_events.txt,"exact audited lines 845,846; old owner removed; target present",
dialectics,event_technology_trigger,ig_suppression_events.2,events/ig_suppression_events.txt,dialectics,socialism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/ig_suppression_events.txt,"exact audited lines 169,218; old owner removed; target present",
dialectics,technology_progress_effect,ig_suppression_events.1000,events/ig_suppression_events.txt,dialectics,socialism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/ig_suppression_events.txt,exact audited lines 851; old owner removed; target present,
drydocks,ship_unlock,ship_type_ship_of_the_line,common/ship_types/00_ship_types.txt,drydocks,state_dockyard_systems,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/ship_types/00_ship_types.txt,exact audited lines 54; old owner removed; target present,
egalitarianism,ai_strategy_technology_trigger,ai_strategy_egalitarian_agenda,common/ai_strategies/03_political_strategies.txt,egalitarianism,liberal_constitutionalism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/ai_strategies/03_political_strategies.txt,exact audited lines 687; old owner removed; target present,
egalitarianism,ai_strategy_technology_trigger,ai_strategy_reactionary_agenda,common/ai_strategies/03_political_strategies.txt,egalitarianism,liberal_constitutionalism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/ai_strategies/03_political_strategies.txt,exact audited lines 297; old owner removed; target present,
egalitarianism,event_technology_trigger,1848.10,events/1848.txt,egalitarianism,liberal_constitutionalism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/1848.txt,exact audited lines 744; old owner removed; target present,
egalitarianism,event_technology_trigger,1848.11,events/1848.txt,egalitarianism,liberal_constitutionalism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/1848.txt,exact audited lines 858; old owner removed; target present,
egalitarianism,event_technology_trigger,1848.12,events/1848.txt,egalitarianism,liberal_constitutionalism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/1848.txt,exact audited lines 984; old owner removed; target present,
egalitarianism,event_technology_trigger,exiles_events.8,events/agitators_events/exiles_events.txt,egalitarianism,liberal_constitutionalism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/agitators_events/exiles_events.txt,exact audited lines 735; old owner removed; target present,
egalitarianism,event_technology_trigger,historical_agitators.3,events/agitators_events/historic_agitator_events.txt,egalitarianism,liberal_constitutionalism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/agitators_events/historic_agitator_events.txt,exact audited lines 244; old owner removed; target present,
egalitarianism,event_technology_trigger,mughal.6,events/india_events/mughal_events.txt,egalitarianism,liberal_constitutionalism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/india_events/mughal_events.txt,"exact audited lines 500,601; old owner removed; target present",
egalitarianism,event_technology_trigger,distribution_of_power_laws.11,events/law_events/distribution_of_power_laws.txt,egalitarianism,liberal_constitutionalism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/law_events/distribution_of_power_laws.txt,exact audited lines 1098; old owner removed; target present,
egalitarianism,event_technology_trigger,peoples_springtime.3,events/peoples_springtime.txt,egalitarianism,liberal_constitutionalism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/peoples_springtime.txt,exact audited lines 247; old owner removed; target present,
egalitarianism,event_technology_trigger,peoples_springtime.4,events/peoples_springtime.txt,egalitarianism,liberal_constitutionalism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/peoples_springtime.txt,"exact audited lines 349,384; old owner removed; target present",
egalitarianism,event_technology_trigger,gg_korea.3,events/soi_events/00_ep1_korea_events.txt,egalitarianism,liberal_constitutionalism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/soi_events/00_ep1_korea_events.txt,exact audited lines 129; old owner removed; target present,
egalitarianism,ideology_technology_trigger,ideology_radical,common/ideologies/01_character_ideologies.txt,egalitarianism,liberal_constitutionalism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/ideologies/01_character_ideologies.txt,exact audited lines 1240; old owner removed; target present,
egalitarianism,ideology_technology_trigger,ideology_reformer,common/ideologies/01_character_ideologies.txt,egalitarianism,liberal_constitutionalism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/ideologies/01_character_ideologies.txt,exact audited lines 1735; old owner removed; target present,
egalitarianism,ideology_technology_trigger,ideology_utopian,common/ideologies/01_character_ideologies.txt,egalitarianism,liberal_constitutionalism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/ideologies/01_character_ideologies.txt,exact audited lines 10297; old owner removed; target present,
egalitarianism,journal_entry_technology_trigger,je_springtime_of_the_peoples,common/journal_entries/00_peoples_springtime_je.txt,egalitarianism,liberal_constitutionalism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/journal_entries/00_peoples_springtime_je.txt,"exact audited lines 8,38; old owner removed; target present",
egalitarianism,journal_entry_technology_trigger,je_donghak_movement,common/journal_entries/03_korea.txt,egalitarianism,liberal_constitutionalism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/journal_entries/03_korea.txt,exact audited lines 18; old owner removed; target present,
egalitarianism,journal_entry_technology_trigger,je_spanish_anarchism,common/journal_entries/06_spanish_anarchism.txt,egalitarianism,liberal_constitutionalism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/journal_entries/06_spanish_anarchism.txt,exact audited lines 10; old owner removed; target present,
egalitarianism,law_unlock,law_universal_suffrage,common/laws/00_distribution_of_power.txt,egalitarianism,liberal_constitutionalism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/laws/00_distribution_of_power.txt,exact audited lines 1025; old owner removed; target present,
egalitarianism,law_unlock,law_proportional_taxation,common/laws/01_taxation.txt,egalitarianism,classical_political_economy,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/laws/01_taxation.txt,exact audited lines 199; old owner removed; target present,
egalitarianism,on_action_technology_trigger,on_monthly_pulse_country,common/on_actions/00_code_on_actions.txt,egalitarianism,liberal_constitutionalism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/on_actions/00_code_on_actions.txt,"exact audited lines 899,923; old owner removed; target present",
egalitarianism,on_researched,egalitarianism.on_researched,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt,egalitarianism,liberal_constitutionalism,MOVE_ON_RESEARCHED_BLOCK_INDIVISIBLY,IMPLEMENTED,common/technology/technologies/90_tech3a_vanilla_post1836_compatibility.txt;common/technology/technologies/30_tech3a_society.txt,exact Springtime involvement effect moved,
egalitarianism,party_unlock,radical_party,common/parties/radical_party.txt,egalitarianism,liberal_constitutionalism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/parties/radical_party.txt,exact audited lines 307; old owner removed; target present,
egalitarianism,political_movement_technology_trigger,movement_radical,common/political_movements/00_ideological_movements.txt,egalitarianism,liberal_constitutionalism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/political_movements/00_ideological_movements.txt,exact audited lines 5065; old owner removed; target present,
egalitarianism,scripted_effect_technology_trigger,adopt_random_antigovernment_ideology,common/scripted_effects/00_victoria_scripted_effects.txt,egalitarianism,liberal_constitutionalism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/scripted_effects/00_victoria_scripted_effects.txt,exact audited lines 653; old owner removed; target present,
egalitarianism,scripted_trigger_technology_trigger,researched_mass_politics,common/scripted_triggers/00_victoria_scripted_triggers.txt,egalitarianism,liberal_constitutionalism,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/scripted_triggers/00_victoria_scripted_triggers.txt,exact audited lines 110; old owner removed; target present,
empiricism,event_technology_trigger,french_revolution_mod_events.14,events/french_revolution_mod_events.txt,empiricism,codified_practical_knowledge,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/french_revolution_mod_events.txt,exact audited lines 1124; old owner removed; target present,
empiricism,event_technology_trigger,french_revolution_mod_events.18,events/french_revolution_mod_events.txt,empiricism,codified_practical_knowledge,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/french_revolution_mod_events.txt,exact audited lines 1623; old owner removed; target present,
empiricism,event_technology_trigger,dt_society_events.3,events/tech_events/society_tech_events.txt,empiricism,codified_practical_knowledge,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/tech_events/society_tech_events.txt,exact audited lines 556; old owner removed; target present,
empiricism,history_technology_trigger,POLITICAL_MOVEMENTS,common/history/political_movements/00_movements.txt,empiricism,codified_practical_knowledge,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/history/political_movements/00_movements.txt,exact audited lines 70; old owner removed; target present,
empiricism,ideology_technology_trigger,ideology_positivist,common/ideologies/01_character_ideologies.txt,empiricism,codified_practical_knowledge,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/ideologies/01_character_ideologies.txt,exact audited lines 7746; old owner removed; target present,
empiricism,ideology_technology_trigger,ideology_utilitarian_leader,common/ideologies/01_character_ideologies.txt,empiricism,codified_practical_knowledge,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/ideologies/01_character_ideologies.txt,exact audited lines 10022; old owner removed; target present,
empiricism,interest_group_technology_trigger,ig_intelligentsia,common/interest_groups/00_intelligentsia.txt,empiricism,codified_practical_knowledge,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/interest_groups/00_intelligentsia.txt,exact audited lines 524; old owner removed; target present,
empiricism,scripted_effect_technology_trigger,adopt_random_antigovernment_ideology,common/scripted_effects/00_victoria_scripted_effects.txt,empiricism,codified_practical_knowledge,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/scripted_effects/00_victoria_scripted_effects.txt,exact audited lines 1332; old owner removed; target present,
empiricism,technology_grant_effect,french_revolution_mod_events.14,events/french_revolution_mod_events.txt,empiricism,codified_practical_knowledge,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/french_revolution_mod_events.txt,exact audited lines 1127; old owner removed; target present,
empiricism,technology_grant_effect,french_revolution_mod_events.18,events/french_revolution_mod_events.txt,empiricism,codified_practical_knowledge,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/french_revolution_mod_events.txt,exact audited lines 1626; old owner removed; target present,
empiricism,technology_progress_effect,dt_society_events.3,events/tech_events/society_tech_events.txt,empiricism,codified_practical_knowledge,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/tech_events/society_tech_events.txt,exact audited lines 558; old owner removed; target present,
enclosure,building_unlock,building_vineyard,common/buildings/02_agro.txt,enclosure,improved_husbandry,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/buildings/02_agro.txt,exact audited lines 168; old owner removed; target present,
enclosure,building_unlock,building_banana_plantation,common/buildings/04_plantations.txt,enclosure,improved_husbandry,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/buildings/04_plantations.txt,exact audited lines 286; old owner removed; target present,
enclosure,building_unlock,building_coffee_plantation,common/buildings/04_plantations.txt,enclosure,improved_husbandry,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/buildings/04_plantations.txt,exact audited lines 9; old owner removed; target present,
enclosure,building_unlock,building_dye_plantation,common/buildings/04_plantations.txt,enclosure,improved_husbandry,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/buildings/04_plantations.txt,exact audited lines 79; old owner removed; target present,
enclosure,building_unlock,building_opium_plantation,common/buildings/04_plantations.txt,enclosure,improved_husbandry,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/buildings/04_plantations.txt,exact audited lines 115; old owner removed; target present,
enclosure,building_unlock,building_silk_plantation,common/buildings/04_plantations.txt,enclosure,improved_husbandry,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/buildings/04_plantations.txt,exact audited lines 308; old owner removed; target present,
enclosure,building_unlock,building_sugar_plantation,common/buildings/04_plantations.txt,enclosure,improved_husbandry,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/buildings/04_plantations.txt,exact audited lines 263; old owner removed; target present,
enclosure,building_unlock,building_tea_plantation,common/buildings/04_plantations.txt,enclosure,improved_husbandry,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/buildings/04_plantations.txt,exact audited lines 168; old owner removed; target present,
enclosure,building_unlock,building_tobacco_plantation,common/buildings/04_plantations.txt,enclosure,improved_husbandry,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/buildings/04_plantations.txt,exact audited lines 215; old owner removed; target present,
enclosure,decree_unlock,decree_encourage_agricultural_industry,common/decrees/00_decree.txt,enclosure,improved_husbandry,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/decrees/00_decree.txt,exact audited lines 646; old owner removed; target present,
enclosure,ideology_technology_trigger,ideology_land_reformer,common/ideologies/01_character_ideologies.txt,enclosure,improved_husbandry,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/ideologies/01_character_ideologies.txt,exact audited lines 8059; old owner removed; target present,
enclosure,political_movement_technology_trigger,movement_land_reform,common/political_movements/00_ideological_movements.txt,enclosure,improved_husbandry,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/political_movements/00_ideological_movements.txt,exact audited lines 6284; old owner removed; target present,
enclosure,scripted_effect_technology_trigger,adopt_random_antigovernment_ideology,common/scripted_effects/00_victoria_scripted_effects.txt,enclosure,improved_husbandry,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/scripted_effects/00_victoria_scripted_effects.txt,exact audited lines 1287; old owner removed; target present,
gunsmithing,company_type_technology_trigger,company_famae,common/company_types/00_companies_americas.txt,gunsmithing,regulated_small_arms,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/company_types/00_companies_americas.txt,"exact audited lines 513,530; old owner removed; target present",
gunsmithing,company_type_technology_trigger,company_trubia,common/company_types/00_companies_europe.txt,gunsmithing,regulated_small_arms,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/company_types/00_companies_europe.txt,"exact audited lines 1495,1512; old owner removed; target present",
gunsmithing,company_type_technology_trigger,company_zastava,common/company_types/00_companies_europe.txt,gunsmithing,regulated_small_arms,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/company_types/00_companies_europe.txt,"exact audited lines 1575,1592; old owner removed; target present",
gunsmithing,event_technology_trigger,trade_route_events.2,events/trade_route_events.txt,gunsmithing,regulated_small_arms,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/trade_route_events.txt,"exact audited lines 92,93,123,124,161,163; old owner removed; target present",
hydraulic_cranes,company_type_technology_trigger,company_imperial_arsenal,common/company_types/00_companies_asia.txt,hydraulic_cranes,gantry_cranes,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/company_types/00_companies_asia.txt,"exact audited lines 132,148; old owner removed; target present",
hydraulic_cranes,company_type_technology_trigger,company_john_brown,common/company_types/00_companies_great_britain.txt,hydraulic_cranes,gantry_cranes,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/company_types/00_companies_great_britain.txt,"exact audited lines 190,208; old owner removed; target present",
intensive_agriculture,ai_strategy_technology_trigger,ai_strategy_agricultural_expansion,common/ai_strategies/01_admin_strategies.txt,intensive_agriculture,advanced_crop_rotations,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/ai_strategies/01_admin_strategies.txt,"exact audited lines 25,31; old owner removed; target present",
intensive_agriculture,event_technology_trigger,election_other_parties_events.1,events/election_events/election_other_parties_events.txt,intensive_agriculture,advanced_crop_rotations,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,events/election_events/election_other_parties_events.txt,exact audited lines 48; old owner removed; target present,
intensive_agriculture,journal_entry_technology_trigger,je_agricultural_development,common/journal_entries/02_coffee_and_milk.txt,intensive_agriculture,advanced_crop_rotations,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/journal_entries/02_coffee_and_milk.txt,exact audited lines 17; old owner removed; target present,
intensive_agriculture,scripted_button_technology_trigger,button_je_taming_the_north_agriculture_arable_land,common/scripted_buttons/07_japan_buttons.txt,intensive_agriculture,advanced_crop_rotations,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/scripted_buttons/07_japan_buttons.txt,exact audited lines 462; old owner removed; target present,
international_trade,ideology_technology_trigger,ideology_protectionist,common/ideologies/01_character_ideologies.txt,international_trade,commercial_insurance_markets,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/ideologies/01_character_ideologies.txt,exact audited lines 7018; old owner removed; target present,
international_trade,ideology_technology_trigger,ideology_shojoi,common/ideologies/01_character_ideologies.txt,international_trade,commercial_insurance_markets,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/ideologies/01_character_ideologies.txt,exact audited lines 11935; old owner removed; target present,
lathe,ai_strategy_technology_trigger,ai_strategy_default,common/ai_strategies/00_default_strategy.txt,lathe,precision_boring,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/ai_strategies/00_default_strategy.txt,exact audited lines 4419; old owner removed; target present,
law_enforcement,law_unlock,law_national_guard,common/laws/00_internal_security.txt,law_enforcement,professional_civil_policing,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/laws/00_internal_security.txt,exact audited lines 29; old owner removed; target present,
law_enforcement,party_technology_trigger,conservative_party,common/parties/conservative_party.txt,law_enforcement,professional_civil_policing,REPLACE_AUDITED_TECH_REFERENCE,IMPLEMENTED,common/parties/conservative_party.txt,"exact audited lines 808,892; old owner removed; target present",
