Parent,Parent_Era,Child,Child_Era,Gap,Current_Reason,Decision,New_Parent,New_Child_Era,Reason
casemated_fortifications,era_5,concrete_fortifications,era_11,6,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_11,Keep casemated_fortifications -> concrete_fortifications: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
traditional_papermaking,era_1,continuous_papermaking,era_5,4,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_5,Keep traditional_papermaking -> continuous_papermaking: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
mechanized_weaving,era_3,electrical_capacitors,era_9,6,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_9,Keep mechanized_weaving -> electrical_capacitors: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
institutionalized_scientific_exchange,era_1,experimental_research_laboratories,era_5,4,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_5,Keep institutionalized_scientific_exchange -> experimental_research_laboratories: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
human_rights,era_4,feminism,era_8,4,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_8,Keep human_rights -> feminism: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
distillation,era_1,fractional_distillation,era_6,5,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_6,Keep distillation -> fractional_distillation: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
industrial_acids,era_2,fractional_distillation,era_6,4,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_6,Keep industrial_acids -> fractional_distillation: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
advanced_crop_rotations,era_3,improved_fertilizer,era_8,5,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_8,Keep advanced_crop_rotations -> improved_fertilizer: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
industrial_acids,era_2,improved_fertilizer,era_8,6,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_8,Keep industrial_acids -> improved_fertilizer: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
institutionalized_public_credit,era_1,international_exchange_standards,era_10,9,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_10,Keep institutionalized_public_credit -> international_exchange_standards: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
international_relations,era_1,international_exchange_standards,era_10,9,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_10,Keep international_relations -> international_exchange_standards: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
stock_exchange,era_2,investment_banks,era_9,7,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_9,Keep stock_exchange -> investment_banks: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
commercial_insurance_markets,era_2,joint_stock_companies,era_6,4,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_6,Keep commercial_insurance_markets -> joint_stock_companies: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
field_engineering_pontoon_trains,era_5,landing_craft,era_11,6,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_11,Keep field_engineering_pontoon_trains -> landing_craft: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
central_statistical_offices,era_5,macroeconomics,era_12,7,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_12,Keep central_statistical_offices -> macroeconomics: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
classical_political_economy,era_4,macroeconomics,era_12,8,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_12,Keep classical_political_economy -> macroeconomics: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
organized_immunization_campaigns,era_6,malaria_prevention,era_10,4,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_10,Keep organized_immunization_campaigns -> malaria_prevention: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
selective_breeding,era_3,mechanized_farming,era_7,4,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_7,Keep selective_breeding -> mechanized_farming: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
enclosed_dock_systems,era_1,mechanized_naval_dockyards,era_5,4,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_5,Keep enclosed_dock_systems -> mechanized_naval_dockyards: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
state_dockyard_systems,era_1,mechanized_naval_dockyards,era_5,4,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_5,Keep state_dockyard_systems -> mechanized_naval_dockyards: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
periodical_print_networks,era_1,mechanized_printing,era_5,4,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_5,Keep periodical_print_networks -> mechanized_printing: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
international_relations,era_1,multilateral_alliances,era_10,9,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_10,Keep international_relations -> multilateral_alliances: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
institutionalized_public_credit,era_1,mutual_funds,era_8,7,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_8,Keep institutionalized_public_credit -> mutual_funds: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
industrial_acids,era_2,nitroglycerin,era_7,5,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_7,Keep industrial_acids -> nitroglycerin: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
periodical_print_networks,era_1,organized_reform_movements,era_5,4,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_5,Keep periodical_print_networks -> organized_reform_movements: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
professional_civil_engineering,era_5,paved_roads,era_10,5,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_10,Keep professional_civil_engineering -> paved_roads: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
mass_circulation_press,era_6,political_agitation,era_10,4,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_10,Keep mass_circulation_press -> political_agitation: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
organized_reform_movements,era_5,political_agitation,era_10,5,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_10,Keep organized_reform_movements -> political_agitation: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
institutionalized_public_credit,era_1,postal_savings,era_5,4,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_5,Keep institutionalized_public_credit -> postal_savings: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
systematic_administrative_statistics,era_2,professional_civil_policing,era_6,4,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_6,Keep systematic_administrative_statistics -> professional_civil_policing: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
clinicopathological_medicine,era_5,psychoanalysis,era_10,5,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_10,Keep clinicopathological_medicine -> psychoanalysis: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
institutionalized_scientific_exchange,era_1,romanticism,era_7,6,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_7,Keep institutionalized_scientific_exchange -> romanticism: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
industrial_acids,era_2,rubber_mastication,era_7,5,Existing Wave 2 structural or capability gate,REPLACE_PARENT,fractional_distillation,era_7,fractional_distillation is the nearer cumulative industrial stage; it preserves causality without the era_7 node jumping directly from era_2.
scientific_naval_architecture,era_2,shell_gun,era_6,4,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_6,Keep scientific_naval_architecture -> shell_gun: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
mechanical_tools,era_5,steam_donkey,era_9,4,Existing Wave 2 structural or capability gate,KEEP_LONG_EDGE,,era_9,Keep mechanical_tools -> steam_donkey: the parent is a durable foundational capability reused by this later specialization; anticipation cost already expresses the chronological distance.
