tier_id,category,current_hidden_tech,current_visible_equivalents,recommended_action,recommended_target,era,reason,affects_how_many_country_setups,human_review_required,notes
effect_starting_technology_tier_1_tech,society,corporate_charters,atmospheric_engine[era_2];coke_smelting[era_1];commercial_insurance_markets[era_1];distillation[era_1];enclosed_dock_systems[era_1];general_staff[era_6];improved_husbandry[era_1];institutionalized_public_credit[era_1];institutionalized_scientific_exchange[era_1];international_relations[era_1];mechanical_tools[era_5];organized_forestry[era_1];organized_textile_production[era_1];percussion_cap[era_5];periodical_print_networks[era_1];railways[era_6];scientific_fortification_siegecraft[era_1];shaft_mining[era_1];state_dockyard_systems[era_1];stock_exchange[era_1];traditional_food_processing[era_1];traditional_papermaking[era_1],ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,stock_exchange,era_1,Tier 1: Tier 1 already researches all era-1 nodes; stock_exchange covers early chartered-capital practice without granting the era-6 successor. Reference date is strictly 1776-01-01.,1,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=chartered joint-stock organization; VISIBLE_TIER_FOLLOWUP=railways:REMOVE_STARTING_GRANT|mechanical_tools:REPLACE_WITH_EARLIER_VISIBLE_TECH|atmospheric_engine:KEEP_CURRENT_VISIBLE_TECH|general_staff:REMOVE_STARTING_GRANT|percussion_cap:REMOVE_STARTING_GRANT
effect_starting_technology_tier_2_tech,society,corporate_charters,atmospheric_engine[era_2];coke_smelting[era_1];commercial_insurance_markets[era_1];distillation[era_1];enclosed_dock_systems[era_1];improved_husbandry[era_1];institutionalized_public_credit[era_1];institutionalized_scientific_exchange[era_1];international_relations[era_1];mechanical_tools[era_5];organized_forestry[era_1];organized_textile_production[era_1];periodical_print_networks[era_1];scientific_fortification_siegecraft[era_1];shaft_mining[era_1];state_dockyard_systems[era_1];stock_exchange[era_1];traditional_food_processing[era_1];traditional_papermaking[era_1],ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,stock_exchange,era_1,"Tier 2: Tier 2 already researches all era-1 nodes, including stock_exchange. Reference date is strictly 1776-01-01.",9,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=chartered joint-stock organization; VISIBLE_TIER_FOLLOWUP=mechanical_tools:REPLACE_WITH_EARLIER_VISIBLE_TECH|atmospheric_engine:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_3_tech,society,currency_standards,colonization[era_4];cotton_gin[era_4];distillation[era_1];international_relations[era_1];medical_degrees[era_3];romanticism[era_7];shaft_mining[era_1],ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,systematic_administrative_statistics,era_2,Tier 3: Administrative standardization is already supplied by the recommended tech_bureaucracy replacement; scientific metrology is too specific. Reference date is strictly 1776-01-01.,14,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=state measurement and monetary standards; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|cotton_gin:REMOVE_STARTING_GRANT|romanticism:REMOVE_STARTING_GRANT|international_relations:KEEP_CURRENT_VISIBLE_TECH|colonization:REMOVE_STARTING_GRANT|medical_degrees:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_3_tech,society,democracy,colonization[era_4];cotton_gin[era_4];distillation[era_1];international_relations[era_1];medical_degrees[era_3];romanticism[era_7];shaft_mining[era_1],REMOVE_STARTING_GRANT,,,"Tier 3: Constitutional government in 1776 must be polity-specific, not a tier default. Reference date is strictly 1776-01-01.",14,NO,OLD_VANILLA_ROLE=representative or constitutional politics; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|cotton_gin:REMOVE_STARTING_GRANT|romanticism:REMOVE_STARTING_GRANT|international_relations:KEEP_CURRENT_VISIBLE_TECH|colonization:REMOVE_STARTING_GRANT|medical_degrees:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_4_tech,society,democracy,distillation[era_1];international_relations[era_1];shaft_mining[era_1],REMOVE_STARTING_GRANT,,,Tier 4: A broad tier cannot assign constitutional government accurately in 1776. Reference date is strictly 1776-01-01.,209,NO,OLD_VANILLA_ROLE=representative or constitutional politics; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|international_relations:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_1_tech,society,dialectics,atmospheric_engine[era_2];coke_smelting[era_1];commercial_insurance_markets[era_1];distillation[era_1];enclosed_dock_systems[era_1];general_staff[era_6];improved_husbandry[era_1];institutionalized_public_credit[era_1];institutionalized_scientific_exchange[era_1];international_relations[era_1];mechanical_tools[era_5];organized_forestry[era_1];organized_textile_production[era_1];percussion_cap[era_5];periodical_print_networks[era_1];railways[era_6];scientific_fortification_siegecraft[era_1];shaft_mining[era_1];state_dockyard_systems[era_1];stock_exchange[era_1];traditional_food_processing[era_1];traditional_papermaking[era_1],REMOVE_STARTING_GRANT,,,Tier 1: Neither socialism nor mature dialectical politics belongs in a blanket 1776 starting tier. Reference date is strictly 1776-01-01.,1,NO,OLD_VANILLA_ROLE=later philosophical/socialist event gating; VISIBLE_TIER_FOLLOWUP=railways:REMOVE_STARTING_GRANT|mechanical_tools:REPLACE_WITH_EARLIER_VISIBLE_TECH|atmospheric_engine:KEEP_CURRENT_VISIBLE_TECH|general_staff:REMOVE_STARTING_GRANT|percussion_cap:REMOVE_STARTING_GRANT
effect_starting_technology_tier_2_tech,society,dialectics,atmospheric_engine[era_2];coke_smelting[era_1];commercial_insurance_markets[era_1];distillation[era_1];enclosed_dock_systems[era_1];improved_husbandry[era_1];institutionalized_public_credit[era_1];institutionalized_scientific_exchange[era_1];international_relations[era_1];mechanical_tools[era_5];organized_forestry[era_1];organized_textile_production[era_1];periodical_print_networks[era_1];scientific_fortification_siegecraft[era_1];shaft_mining[era_1];state_dockyard_systems[era_1];stock_exchange[era_1];traditional_food_processing[era_1];traditional_papermaking[era_1],REMOVE_STARTING_GRANT,,,Tier 2: The grant is a vanilla 1836 ideological inheritance; no socialism is justified at 1776-01-01. Reference date is strictly 1776-01-01.,9,NO,OLD_VANILLA_ROLE=later philosophical/socialist event gating; VISIBLE_TIER_FOLLOWUP=mechanical_tools:REPLACE_WITH_EARLIER_VISIBLE_TECH|atmospheric_engine:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_3_tech,military,drydocks,colonization[era_4];cotton_gin[era_4];distillation[era_1];international_relations[era_1];medical_degrees[era_3];romanticism[era_7];shaft_mining[era_1],REMOVE_STARTING_GRANT,,,Tier 3: Mechanized dockyards are too late and naval infrastructure cannot be blanket-granted. Reference date is strictly 1776-01-01.,14,NO,OLD_VANILLA_ROLE=naval construction infrastructure; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|cotton_gin:REMOVE_STARTING_GRANT|romanticism:REMOVE_STARTING_GRANT|international_relations:KEEP_CURRENT_VISIBLE_TECH|colonization:REMOVE_STARTING_GRANT|medical_degrees:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_4_tech,military,drydocks,distillation[era_1];international_relations[era_1];shaft_mining[era_1],REMOVE_STARTING_GRANT,,,Tier 4: Mechanized dockyards are later and naval infrastructure is not universal. Reference date is strictly 1776-01-01.,209,NO,OLD_VANILLA_ROLE=naval construction infrastructure; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|international_relations:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_1_tech,society,egalitarianism,atmospheric_engine[era_2];coke_smelting[era_1];commercial_insurance_markets[era_1];distillation[era_1];enclosed_dock_systems[era_1];general_staff[era_6];improved_husbandry[era_1];institutionalized_public_credit[era_1];institutionalized_scientific_exchange[era_1];international_relations[era_1];mechanical_tools[era_5];organized_forestry[era_1];organized_textile_production[era_1];percussion_cap[era_5];periodical_print_networks[era_1];railways[era_6];scientific_fortification_siegecraft[era_1];shaft_mining[era_1];state_dockyard_systems[era_1];stock_exchange[era_1];traditional_food_processing[era_1];traditional_papermaking[era_1],REMOVE_STARTING_GRANT,,,Tier 1: A blanket advanced-power grant would turn a country-specific revolutionary rights trajectory into a generic capacity. Reference date is strictly 1776-01-01.,1,NO,OLD_VANILLA_ROLE=rights and liberal-reform gating; VISIBLE_TIER_FOLLOWUP=railways:REMOVE_STARTING_GRANT|mechanical_tools:REPLACE_WITH_EARLIER_VISIBLE_TECH|atmospheric_engine:KEEP_CURRENT_VISIBLE_TECH|general_staff:REMOVE_STARTING_GRANT|percussion_cap:REMOVE_STARTING_GRANT
effect_starting_technology_tier_2_tech,society,egalitarianism,atmospheric_engine[era_2];coke_smelting[era_1];commercial_insurance_markets[era_1];distillation[era_1];enclosed_dock_systems[era_1];improved_husbandry[era_1];institutionalized_public_credit[era_1];institutionalized_scientific_exchange[era_1];international_relations[era_1];mechanical_tools[era_5];organized_forestry[era_1];organized_textile_production[era_1];periodical_print_networks[era_1];scientific_fortification_siegecraft[era_1];shaft_mining[era_1];state_dockyard_systems[era_1];stock_exchange[era_1];traditional_food_processing[era_1];traditional_papermaking[era_1],REMOVE_STARTING_GRANT,,,"Tier 2: Rights capacity must be assigned by polity, not granted to an entire tier. Reference date is strictly 1776-01-01.",9,NO,OLD_VANILLA_ROLE=rights and liberal-reform gating; VISIBLE_TIER_FOLLOWUP=mechanical_tools:REPLACE_WITH_EARLIER_VISIBLE_TECH|atmospheric_engine:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_3_tech,production,enclosure,colonization[era_4];cotton_gin[era_4];distillation[era_1];international_relations[era_1];medical_degrees[era_3];romanticism[era_7];shaft_mining[era_1],REPLACE_WITH_VISIBLE_TECH,improved_husbandry,era_1,Tier 3: Improved husbandry preserves a broad agrarian baseline without imposing one land-tenure system. Reference date is strictly 1776-01-01.,14,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=agrarian productivity; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|cotton_gin:REMOVE_STARTING_GRANT|romanticism:REMOVE_STARTING_GRANT|international_relations:KEEP_CURRENT_VISIBLE_TECH|colonization:REMOVE_STARTING_GRANT|medical_degrees:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_4_tech,production,enclosure,distillation[era_1];international_relations[era_1];shaft_mining[era_1],REPLACE_WITH_VISIBLE_TECH,improved_husbandry,era_1,Tier 4: Improved husbandry is a broad agrarian baseline without a European land-tenure assumption. Reference date is strictly 1776-01-01.,209,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=agrarian productivity; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|international_relations:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_5_tech,production,enclosure,shaft_mining[era_1],REPLACE_WITH_VISIBLE_TECH,improved_husbandry,era_1,Tier 5: Agricultural know-how is valid; European enclosure tenure is not assumed. Reference date is strictly 1776-01-01.,62,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=agrarian productivity; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_6_tech,production,enclosure,,REPLACE_WITH_VISIBLE_TECH,improved_husbandry,era_1,Tier 6: Improved husbandry captures agrarian knowledge without imposing enclosure institutions. Reference date is strictly 1776-01-01.,114,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=agrarian productivity; VISIBLE_TIER_FOLLOWUP=
effect_starting_technology_tier_3_tech,military,gunsmithing,colonization[era_4];cotton_gin[era_4];distillation[era_1];international_relations[era_1];medical_degrees[era_3];romanticism[era_7];shaft_mining[era_1],ALREADY_REPRESENTED_BY_OTHER_STARTING_TECH,regulated_small_arms,era_2,Tier 3: The line_infantry row in the same tier is recommended to grant regulated_small_arms. Reference date is strictly 1776-01-01.,14,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=regulated small-arms manufacture; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|cotton_gin:REMOVE_STARTING_GRANT|romanticism:REMOVE_STARTING_GRANT|international_relations:KEEP_CURRENT_VISIBLE_TECH|colonization:REMOVE_STARTING_GRANT|medical_degrees:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_4_tech,military,gunsmithing,distillation[era_1];international_relations[era_1];shaft_mining[era_1],REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,era_2,Tier 4: Regulated flintlock arms are a defensible baseline for centralized tier-4 polities. Reference date is strictly 1776-01-01.,209,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=regulated small-arms manufacture; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|international_relations:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_1_tech,production,intensive_agriculture,atmospheric_engine[era_2];coke_smelting[era_1];commercial_insurance_markets[era_1];distillation[era_1];enclosed_dock_systems[era_1];general_staff[era_6];improved_husbandry[era_1];institutionalized_public_credit[era_1];institutionalized_scientific_exchange[era_1];international_relations[era_1];mechanical_tools[era_5];organized_forestry[era_1];organized_textile_production[era_1];percussion_cap[era_5];periodical_print_networks[era_1];railways[era_6];scientific_fortification_siegecraft[era_1];shaft_mining[era_1];state_dockyard_systems[era_1];stock_exchange[era_1];traditional_food_processing[era_1];traditional_papermaking[era_1],REPLACE_WITH_VISIBLE_TECH,advanced_crop_rotations,era_3,Tier 1: Advanced crop rotations are the period-appropriate agricultural capability. Reference date is strictly 1776-01-01.,1,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=advanced agronomy; VISIBLE_TIER_FOLLOWUP=railways:REMOVE_STARTING_GRANT|mechanical_tools:REPLACE_WITH_EARLIER_VISIBLE_TECH|atmospheric_engine:KEEP_CURRENT_VISIBLE_TECH|general_staff:REMOVE_STARTING_GRANT|percussion_cap:REMOVE_STARTING_GRANT
effect_starting_technology_tier_3_tech,society,international_trade,colonization[era_4];cotton_gin[era_4];distillation[era_1];international_relations[era_1];medical_degrees[era_3];romanticism[era_7];shaft_mining[era_1],REPLACE_WITH_VISIBLE_TECH,commercial_insurance_markets,era_1,"Tier 3: For this relatively advanced tier, established commercial insurance is a defensible early financial capability. Reference date is strictly 1776-01-01.",14,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=external commerce; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|cotton_gin:REMOVE_STARTING_GRANT|romanticism:REMOVE_STARTING_GRANT|international_relations:KEEP_CURRENT_VISIBLE_TECH|colonization:REMOVE_STARTING_GRANT|medical_degrees:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_4_tech,society,international_trade,distillation[era_1];international_relations[era_1];shaft_mining[era_1],REMOVE_STARTING_GRANT,,,Tier 4: Commercial insurance markets are too specific for 209 diverse setups; direct grants should express exceptional trade capacity. Reference date is strictly 1776-01-01.,209,NO,OLD_VANILLA_ROLE=external commerce; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|international_relations:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_5_tech,society,international_trade,shaft_mining[era_1],REMOVE_STARTING_GRANT,,,Tier 5: Commercial insurance markets are not a safe blanket capacity for this diverse tier. Reference date is strictly 1776-01-01.,62,NO,OLD_VANILLA_ROLE=external commerce; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_3_tech,society,law_enforcement,colonization[era_4];cotton_gin[era_4];distillation[era_1];international_relations[era_1];medical_degrees[era_3];romanticism[era_7];shaft_mining[era_1],REMOVE_STARTING_GRANT,,,Tier 3: Professional civil policing is an early-19th-century institution and should be country-specific. Reference date is strictly 1776-01-01.,14,NO,OLD_VANILLA_ROLE=civil policing and legal administration; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|cotton_gin:REMOVE_STARTING_GRANT|romanticism:REMOVE_STARTING_GRANT|international_relations:KEEP_CURRENT_VISIBLE_TECH|colonization:REMOVE_STARTING_GRANT|medical_degrees:KEEP_CURRENT_VISIBLE_TECH
effect_starting_technology_tier_3_tech,military,line_infantry,colonization[era_4];cotton_gin[era_4];distillation[era_1];international_relations[era_1];medical_degrees[era_3];romanticism[era_7];shaft_mining[era_1],REPLACE_WITH_VISIBLE_TECH,regulated_small_arms,era_2,Tier 3: The explicit old unit capability now belongs to regulated_small_arms. Reference date is strictly 1776-01-01.,14,NO,TARGET_EXISTS=YES; TARGET_RESEARCHABLE=YES; TARGET_CATEGORY_VALID=YES; OLD_VANILLA_ROLE=regular musket infantry unlock; VISIBLE_TIER_FOLLOWUP=shaft_mining:KEEP_CURRENT_VISIBLE_TECH|distillation:KEEP_CURRENT_VISIBLE_TECH|cotton_gin:REMOVE_STARTING_GRANT|romanticism:REMOVE_STARTING_GRANT|international_relations:KEEP_CURRENT_VISIBLE_TECH|colonization:REMOVE_STARTING_GRANT|medical_degrees:KEEP_CURRENT_VISIBLE_TECH
