tech_id,branch,era,source_status,vanilla_id_preserved,definition_file,localization_key,description_key,icon,ai_weight_status,prerequisites,hard_cross_branch_count,resource_promotion_flag,implementation_status,notes
regulated_small_arms,Military,II,SPLIT,NO,common/technology/technologies/20_tech3a_military.txt,regulated_small_arms,regulated_small_arms_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,scientific_fortification_siegecraft,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
light_infantry_tactics,Military,III,REWIRE,NO,common/technology/technologies/20_tech3a_military.txt,light_infantry_tactics,light_infantry_tactics_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,regulated_small_arms,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
standardized_field_artillery,Military,III,SPLIT,NO,common/technology/technologies/20_tech3a_military.txt,standardized_field_artillery,standardized_field_artillery_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
permanent_military_hospitals,Military,III,NEW,N/A,common/technology/technologies/20_tech3a_military.txt,permanent_military_hospitals,permanent_military_hospitals_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,medical_degrees,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
scientific_naval_architecture,Naval,III,NEW,N/A,common/technology/technologies/25_tech3a_naval.txt,scientific_naval_architecture,scientific_naval_architecture_desc,gfx/error_manul.dds,PRESENT_GENERAL_CONTEXT,state_dockyard_systems,0,NO,IMPLEMENTED_SKELETON,Engine category military; Naval branch retained in metadata and separate definition file.
marine_chronometry,Naval,III,SPLIT,NO,common/technology/technologies/25_tech3a_naval.txt,marine_chronometry,marine_chronometry_desc,gfx/error_manul.dds,PRESENT_GENERAL_CONTEXT,,0,NO,IMPLEMENTED_SKELETON,Engine category military; Naval branch retained in metadata and separate definition file.
ship_classification_surveying,Naval,III,NEW,N/A,common/technology/technologies/25_tech3a_naval.txt,ship_classification_surveying,ship_classification_surveying_desc,gfx/error_manul.dds,PRESENT_GENERAL_CONTEXT,enclosed_dock_systems,0,NO,IMPLEMENTED_SKELETON,Engine category military; Naval branch retained in metadata and separate definition file.
armament_standardization_inspection,Military,IV,NEW,N/A,common/technology/technologies/20_tech3a_military.txt,armament_standardization_inspection,armament_standardization_inspection_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,regulated_small_arms;standardized_field_artillery;precision_boring,1,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
permanent_engineer_services,Military,IV,NEW,N/A,common/technology/technologies/20_tech3a_military.txt,permanent_engineer_services,permanent_engineer_services_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,scientific_fortification_siegecraft,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
horse_artillery,Military,IV,NEW,N/A,common/technology/technologies/20_tech3a_military.txt,horse_artillery,horse_artillery_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,standardized_field_artillery,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
military_topographic_surveying,Military,IV,NEW,N/A,common/technology/technologies/20_tech3a_military.txt,military_topographic_surveying,military_topographic_surveying_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,permanent_engineer_services,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
copper_sheathing,Naval,IV,NEW,N/A,common/technology/technologies/25_tech3a_naval.txt,copper_sheathing,copper_sheathing_desc,gfx/error_manul.dds,PRESENT_GENERAL_CONTEXT,scientific_naval_architecture,0,REQUIRED_PRE_1836_PROMOTED_TECH3A,IMPLEMENTED_SKELETON,Engine category military; Naval branch retained in metadata and separate definition file.
mysorean_iron_cased_rocketry,Military,IV,NEW,N/A,common/technology/technologies/20_tech3a_military.txt,mysorean_iron_cased_rocketry,mysorean_iron_cased_rocketry_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,,0,NO,IMPLEMENTED_EVENT_ACQUIRED_NO_DIRECT_RESEARCH,TECH3A skeleton; final unlock transfer deferred.
rifling,Military,V,REWIRE,YES,common/technology/technologies/20_tech3a_military.txt,rifling,rifling_desc,gfx/interface/icons/invention_icons/rifling.dds,PRESENT_SAFE_BASE,light_infantry_tactics;armament_standardization_inspection;mechanical_tools,1,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
corps_organization,Military,V,SPLIT,NO,common/technology/technologies/20_tech3a_military.txt,corps_organization,corps_organization_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,horse_artillery;permanent_engineer_services,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
logistics,Military,V,REWIRE,YES,common/technology/technologies/20_tech3a_military.txt,logistics,logistics_desc,gfx/interface/icons/invention_icons/logistics_tech.dds,PRESENT_SAFE_BASE,systematic_administrative_statistics,0,REQUIRED_PRE_1836,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
field_engineering_pontoon_trains,Military,V,REWIRE,NO,common/technology/technologies/20_tech3a_military.txt,field_engineering_pontoon_trains,field_engineering_pontoon_trains_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,permanent_engineer_services;logistics,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
explosive_field_ammunition,Military,V,NEW,N/A,common/technology/technologies/20_tech3a_military.txt,explosive_field_ammunition,explosive_field_ammunition_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,standardized_field_artillery,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
battlefield_evacuation,Military,V,SPLIT,NO,common/technology/technologies/20_tech3a_military.txt,battlefield_evacuation,battlefield_evacuation_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,permanent_military_hospitals;logistics,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
military_veterinary_services,Military,V,NEW,N/A,common/technology/technologies/20_tech3a_military.txt,military_veterinary_services,military_veterinary_services_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,veterinary_science,1,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
casemated_fortifications,Military,V,NEW,N/A,common/technology/technologies/20_tech3a_military.txt,casemated_fortifications,casemated_fortifications_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,permanent_engineer_services,0,KEEP_DEFERRED,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
hydrographic_surveying,Naval,V,NEW,N/A,common/technology/technologies/25_tech3a_naval.txt,hydrographic_surveying,hydrographic_surveying_desc,gfx/error_manul.dds,PRESENT_GENERAL_CONTEXT,marine_chronometry;military_topographic_surveying,0,NO,IMPLEMENTED_SKELETON,Engine category military; Naval branch retained in metadata and separate definition file.
standardized_naval_signals,Naval,V,NEW,N/A,common/technology/technologies/25_tech3a_naval.txt,standardized_naval_signals,standardized_naval_signals_desc,gfx/error_manul.dds,PRESENT_GENERAL_CONTEXT,scientific_naval_architecture,0,NO,IMPLEMENTED_SKELETON,Engine category military; Naval branch retained in metadata and separate definition file.
paddle_steamer,Naval,V,RETIME,YES,common/technology/technologies/25_tech3a_naval.txt,paddle_steamer,paddle_steamer_desc,gfx/interface/icons/invention_icons/paddle_steamer.dds,PRESENT_GENERAL_CONTEXT,scientific_naval_architecture;rotative_steam_power,1,NO,IMPLEMENTED_SKELETON,Engine category military; Naval branch retained in metadata and separate definition file.
mechanized_naval_dockyards,Naval,V,RETIME,NO,common/technology/technologies/25_tech3a_naval.txt,mechanized_naval_dockyards,mechanized_naval_dockyards_desc,gfx/error_manul.dds,PRESENT_GENERAL_CONTEXT,scientific_naval_architecture;state_dockyard_systems;mechanical_tools;rotative_steam_power,2,NO,IMPLEMENTED_SKELETON,Engine category military; Naval branch retained in metadata and separate definition file.
diagonal_ship_framing,Naval,V,NEW,N/A,common/technology/technologies/25_tech3a_naval.txt,diagonal_ship_framing,diagonal_ship_framing_desc,gfx/error_manul.dds,PRESENT_GENERAL_CONTEXT,scientific_naval_architecture,0,NO,IMPLEMENTED_SKELETON,Engine category military; Naval branch retained in metadata and separate definition file.
standardized_military_rockets,Military,V,NEW,N/A,common/technology/technologies/20_tech3a_military.txt,standardized_military_rockets,standardized_military_rockets_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,explosive_field_ammunition;armament_standardization_inspection,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
percussion_cap,Military,VI,RETIME,YES,common/technology/technologies/20_tech3a_military.txt,percussion_cap,percussion_cap_desc,gfx/interface/icons/invention_icons/percussion_cap.dds,PRESENT_SAFE_BASE,armament_standardization_inspection;rifling,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
general_staff,Military,VI,RETIME,YES,common/technology/technologies/20_tech3a_military.txt,general_staff,general_staff_desc,gfx/interface/icons/invention_icons/general_staff.dds,PRESENT_SAFE_BASE,corps_organization;military_topographic_surveying;logistics,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
shell_gun,Naval,VI,RETIME,YES,common/technology/technologies/25_tech3a_naval.txt,shell_gun,shell_gun_desc,gfx/interface/icons/invention_icons/shell_gun.dds,PRESENT_GENERAL_CONTEXT,standardized_field_artillery;scientific_naval_architecture,0,NO,IMPLEMENTED_SKELETON,Engine category military; Naval branch retained in metadata and separate definition file.
maritime_safety_standards,Naval,VI,NEW,N/A,common/technology/technologies/25_tech3a_naval.txt,maritime_safety_standards,maritime_safety_standards_desc,gfx/error_manul.dds,PRESENT_GENERAL_CONTEXT,ship_classification_surveying;hydrographic_surveying,0,NO,IMPLEMENTED_SKELETON,Engine category military; Naval branch retained in metadata and separate definition file.
modern_lighthouse_optics,Naval,VI,NEW,N/A,common/technology/technologies/25_tech3a_naval.txt,modern_lighthouse_optics,modern_lighthouse_optics_desc,gfx/error_manul.dds,PRESENT_GENERAL_CONTEXT,hydrographic_surveying;pressed_glass,1,NO,IMPLEMENTED_SKELETON,Engine category military; Naval branch retained in metadata and separate definition file.
iron_hull_construction,Naval,VI,KEEP,NO,common/technology/technologies/25_tech3a_naval.txt,iron_hull_construction,iron_hull_construction_desc,gfx/error_manul.dds,PRESENT_GENERAL_CONTEXT,scientific_naval_architecture;mechanized_naval_dockyards;puddling_and_rolling;mechanical_tools,2,NO,IMPLEMENTED_SKELETON,Engine category military; Naval branch retained in metadata and separate definition file.
institutionalized_scientific_exchange,Society,I,SPLIT,NO,common/technology/technologies/30_tech3a_society.txt,institutionalized_scientific_exchange,institutionalized_scientific_exchange_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
international_relations,Society,I,KEEP,YES,common/technology/technologies/30_tech3a_society.txt,international_relations,international_relations_desc,gfx/interface/icons/invention_icons/international_diplomacy.dds,PRESENT_SAFE_BASE,,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
institutionalized_public_credit,Society,I,SPLIT,NO,common/technology/technologies/30_tech3a_society.txt,institutionalized_public_credit,institutionalized_public_credit_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
stock_exchange,Society,I,MERGE,YES,common/technology/technologies/30_tech3a_society.txt,stock_exchange,stock_exchange_desc,gfx/interface/icons/invention_icons/stock_exchanges.dds,PRESENT_SAFE_BASE,institutionalized_public_credit,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
commercial_insurance_markets,Society,I,SPLIT,NO,common/technology/technologies/30_tech3a_society.txt,commercial_insurance_markets,commercial_insurance_markets_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,institutionalized_public_credit,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
periodical_print_networks,Society,I,SPLIT,NO,common/technology/technologies/30_tech3a_society.txt,periodical_print_networks,periodical_print_networks_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
systematic_administrative_statistics,Society,II,SPLIT,NO,common/technology/technologies/30_tech3a_society.txt,systematic_administrative_statistics,systematic_administrative_statistics_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
variolation_networks,Society,II,NEW,N/A,common/technology/technologies/30_tech3a_society.txt,variolation_networks,variolation_networks_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
codified_practical_knowledge,Society,III,SPLIT,NO,common/technology/technologies/30_tech3a_society.txt,codified_practical_knowledge,codified_practical_knowledge_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,institutionalized_scientific_exchange;periodical_print_networks,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
political_economy,Society,III,NEW,N/A,common/technology/technologies/30_tech3a_society.txt,political_economy,political_economy_desc,gfx/error_manul.dds,PRESENT_SAFE_BASE,systematic_administrative_statistics;codified_practical_knowledge,0,NO,IMPLEMENTED_SKELETON,TECH3A skeleton; final unlock transfer deferred.
