TAG,Country,Region,Category,Technology_ID,Classification,Current_Status,Decision,Confidence,Historical_Status,Prerequisite_Status,Tree_Issue,Classification_Issue,Reason,Source_1,Source_2
GBR,Great Britain,Western Europe,PRODUCTION,traditional_glassmaking,A,ABSENT,ADD,HIGH,ESTABLISHED,CLOSED,,,Glassworks were established before 1776; the revised tree correctly separates this craft from rationalized forestry.,https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,PRODUCTION,traditional_papermaking,A,ABSENT,ADD,HIGH,ESTABLISHED,CLOSED,,,Papermaking workshops/mills and a domestic print economy were established pre-1776. Under the revised tree this is assessed independently of organized_forestry.,https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,MILITARY,enclosed_dock_systems,A,ABSENT,ADD,HIGH,ESTABLISHED,CLOSED,,,"Major ports/naval arsenals already possessed organized dock, basin, repair and shipbuilding infrastructure; this is an established pre-1776 port capability.",https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,MILITARY,regulated_small_arms,A,PRESENT,KEEP,HIGH,ESTABLISHED,ADD_WITH_PREREQUISITES,Historically plausible parent(s) also require addition: scientific_fortification_siegecraft.,,State military procurement and organized firearms/artillery establishments make regulated small arms an established capability.,https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,MILITARY,scientific_fortification_siegecraft,A,ABSENT,ADD,HIGH,ESTABLISHED,CLOSED,,,"Permanent fortifications, artillery and professional engineering make scientific fortification/siegecraft an established state or territorial capability.",https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,MILITARY,scientific_naval_architecture,A,ABSENT,ADD,HIGH,ESTABLISHED,ADD_WITH_PREREQUISITES,Historically plausible parent(s) also require addition: state_dockyard_systems.,,Professional state naval construction and ship-design expertise were established before 1776.,https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,MILITARY,state_dockyard_systems,A,ABSENT,ADD,HIGH,ESTABLISHED,CLOSED,,,Royal dockyards were long-established state naval-industrial complexes.,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards,https://www.lr.org/en/about-us/who-we-are/our-history/
GBR,Great Britain,Western Europe,SOCIETY,codified_practical_knowledge,A,PRESENT,KEEP,MEDIUM,ABSTRACT,ADD_WITH_PREREQUISITES,"Historically plausible parent(s) also require addition: institutionalized_scientific_exchange, periodical_print_networks.",,"The broad node is supported by established print, learned, technical and administrative networks; it is treated as an abstraction rather than a single datable invention.",https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,SOCIETY,commercial_insurance_markets,A,ABSENT,ADD,HIGH,ESTABLISHED,ADD_WITH_PREREQUISITES,Historically plausible parent(s) also require addition: institutionalized_public_credit.,,Lloyd's evolved from a late-seventeenth-century marine underwriting centre and by the eighteenth century was an organized subscription market; commercial/marine insurance was firmly established.,https://www.lloyds.com/about-lloyds/history,https://www.rmg.co.uk/collections/research-guides/research-guide-a2-principal-records-maritime-research
GBR,Great Britain,Western Europe,SOCIETY,institutionalized_public_credit,A,ABSENT,ADD,HIGH,ESTABLISHED,CLOSED,,,The Bank of England was founded in 1694 around a government loan; Britain's funded public debt and credit system was deeply institutionalized.,https://www.bankofengland.co.uk/freedom-of-information/2020/details-of-the-bank-of-england-loan-to-the-government-in-1694,https://www.londonstockexchange.com/discover/lseg/our-history
GBR,Great Britain,Western Europe,SOCIETY,institutionalized_scientific_exchange,A,ABSENT,ADD,HIGH,ESTABLISHED,CLOSED,,,"Academies, universities, learned societies or organized scientific/technical networks institutionalized exchange before 1776.",https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,SOCIETY,international_relations,A,PRESENT,KEEP,HIGH,ESTABLISHED,CLOSED,,,The sovereign state maintained established diplomatic and commercial relations internationally.,https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,SOCIETY,periodical_print_networks,A,ABSENT,ADD,HIGH,ESTABLISHED,CLOSED,,,Periodical print and organized circulation of news/learned material existed by 1776.,https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,SOCIETY,stock_exchange,A,ABSENT,ADD,HIGH,ESTABLISHED,ADD_WITH_PREREQUISITES,Historically plausible parent(s) also require addition: institutionalized_public_credit.,,London securities trading was established long before 1776 and a formal Stock Exchange club opened in 1773.,https://www.londonstockexchange.com/discover/lseg/our-history,https://www.bankofengland.co.uk/freedom-of-information/2020/details-of-the-bank-of-england-loan-to-the-government-in-1694
GBR,Great Britain,Western Europe,SOCIETY,systematic_administrative_statistics,A,PRESENT,KEEP,HIGH,ESTABLISHED,CLOSED,,,"Regular fiscal, administrative and state record-keeping was established by 1776 at the level represented by the base administration node.",https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,PRODUCTION,advanced_crop_rotations,B,ABSENT,ADD,MEDIUM,SECTORAL,ADD_WITH_PREREQUISITES,Historically plausible parent(s) also require addition: selective_breeding.,,Complex rotations and soil improvement were diffusing during the eighteenth century; not uniform nationally.,https://academic.oup.com/book/25883/chapter-abstract/193573082,https://www.ans.iastate.edu/about/history/people/robert-bakewell
GBR,Great Britain,Western Europe,PRODUCTION,advanced_spinning,B,ABSENT,REVIEW,HIGH,ABSENT,NOT_APPLICABLE,,CLASSIFICATION_TOO_EARLY,"The gameplay node unlocks sewing machines; successful mechanized sewing belongs to the 1840s (Howe patent 1846), far after the cutoff.",https://www.si.edu/object/nmah_630930,https://collection.sciencemuseumgroup.org.uk/people/ap13666/cartwright-edmund
GBR,Great Britain,Western Europe,PRODUCTION,applied_mineralogy,B,ABSENT,REVIEW,LOW,SECTORAL,CLOSED,,,"Mining expertise existed, but the gameplay node's gold/phosphate-building scope makes a confident attribution difficult.",https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,PRODUCTION,atmospheric_engine,B,ABSENT,ADD,HIGH,ESTABLISHED,ADD_WITH_PREREQUISITES,Historically plausible parent(s) also require addition: coke_smelting.,,Newcomen atmospheric engines had been used for mine drainage since 1712 and were widely established in Britain.,https://collection.sciencemuseumgroup.org.uk/objects/co50900/newcomen-atmospheric-engine,https://collection.sciencemuseumgroup.org.uk/objects/co46448/cast-iron-boring-bar-and-boring-head
GBR,Great Britain,Western Europe,PRODUCTION,condensing_steam_engines,B,ABSENT,REVIEW,MEDIUM,FRONTIER,ADD_WITH_PREREQUISITES,"Historically plausible parent(s) also require addition: atmospheric_engine, precision_boring.",,"Watt's separate condenser was developed/patented before 1776, but the first commercial Boulton & Watt engines were only being installed during 1776; at 1 January this is experimental/frontier rather than established.",https://collection.sciencemuseumgroup.org.uk/people/ap24508/watt-james,https://collection.sciencemuseumgroup.org.uk/objects/co50900/newcomen-atmospheric-engine
GBR,Great Britain,Western Europe,PRODUCTION,improved_agricultural_implements,B,ABSENT,ADD,MEDIUM,SECTORAL,CLOSED,,,Improved farm tools and agricultural improvement networks were present in advanced agricultural districts before 1776.,https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,PRODUCTION,industrial_canals,B,ABSENT,ADD,HIGH,FRONTIER,ADD_WITH_PREREQUISITES,Historically plausible parent(s) also require addition: turnpike_road_networks.,,"Bridgewater and Brindley's projects had launched the British Canal Age, though rapid national expansion was still underway.",https://canalrivertrust.org.uk/things-to-do/canal-history/canal-pioneers/james-brindley,https://www.parliament.uk/about/living-heritage/transformingsociety/transportcomms/roadsrail/overview/turnpikestolls/
GBR,Great Britain,Western Europe,PRODUCTION,industrial_ceramics,B,ABSENT,ADD,MEDIUM,SECTORAL,ADD_WITH_PREREQUISITES,Historically plausible parent(s) also require addition: traditional_glassmaking.,,Organized ceramics/glass manufactories using specialized firing and glazing techniques were established before 1776.,https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,PRODUCTION,mechanized_spinning,B,ABSENT,ADD,HIGH,FRONTIER,CLOSED,,,Arkwright's water frame was in use at Cromford by c.1775; mechanized spinning is valid at the cutoff but remains a very recent frontier.,https://collection.sciencemuseumgroup.org.uk/objects/co44832/arkwrights-water-frame-1775-spinning-machine,https://historicengland.org.uk/campaigns/100-places/industry-trade-commerce/
GBR,Great Britain,Western Europe,PRODUCTION,mechanized_weaving,B,ABSENT,REVIEW,HIGH,ABSENT,NOT_APPLICABLE,,CLASSIFICATION_TOO_EARLY,The power loom was proposed by Edmund Cartwright only in 1784 and patented in 1785; this B node is too early for 1776.,https://collection.sciencemuseumgroup.org.uk/people/ap13666/cartwright-edmund,https://collection.sciencemuseumgroup.org.uk/objects/co44832/arkwrights-water-frame-1775-spinning-machine
GBR,Great Britain,Western Europe,PRODUCTION,precision_boring,B,ABSENT,ADD,HIGH,FRONTIER,ADD_WITH_PREREQUISITES,"Historically plausible parent(s) also require addition: coke_smelting, atmospheric_engine.",,Wilkinson's precision cylinder-boring mill at Bersham dates to c.1775 and fits the cutoff as a rare frontier capability.,https://collection.sciencemuseumgroup.org.uk/objects/co46448/cast-iron-boring-bar-and-boring-head,https://collection.sciencemuseumgroup.org.uk/objects/co50900/newcomen-atmospheric-engine
GBR,Great Britain,Western Europe,PRODUCTION,selective_breeding,B,ABSENT,ADD,HIGH,FRONTIER,CLOSED,,,Robert Bakewell's systematic selective-breeding methods were active by the 1760s-1770s; a genuine British frontier capability.,https://www.ans.iastate.edu/about/history/people/robert-bakewell,https://academic.oup.com/book/25883/chapter-abstract/193573082
GBR,Great Britain,Western Europe,PRODUCTION,turnpike_road_networks,B,ABSENT,ADD,HIGH,ESTABLISHED,CLOSED,,,"Turnpike trusts covered more than 11,500 miles after the 1751-1772 'turnpike mania'; the road-network node is clearly established.",https://www.parliament.uk/about/living-heritage/transformingsociety/transportcomms/roadsrail/overview/turnpikestolls/,https://canalrivertrust.org.uk/things-to-do/canal-history/canal-pioneers/james-brindley
GBR,Great Britain,Western Europe,MILITARY,armament_standardization_inspection,B,ABSENT,ADD,MEDIUM,SECTORAL,CLOSED,,,Central arsenals and ordnance institutions performed inspection/standardization functions before 1776.,https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,MILITARY,copper_sheathing,B,ABSENT,ADD,HIGH,FRONTIER,ADD_WITH_PREREQUISITES,Historically plausible parent(s) also require addition: scientific_naval_architecture.,,"The Royal Navy had experimentally coppered at least 23 vessels between 1761 and 1775, although general fleet adoption came later; a genuine frontier capability.",https://www.usni.org/magazines/naval-history-magazine/1989/january/technical-report-copper-salt-and-worm,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,MILITARY,horse_artillery,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,No evidence strong enough to establish horse_artillery as a local capability at the strict 1776-01-01 cutoff.,https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,MILITARY,light_infantry_tactics,B,PRESENT,KEEP,MEDIUM,ESTABLISHED,CLOSED,,,Light-infantry/skirmishing practices were established in eighteenth-century European warfare; local armed forces or garrisons had access to them.,https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,MILITARY,marine_chronometry,B,ABSENT,ADD,HIGH,FRONTIER,ADD_WITH_PREREQUISITES,Historically plausible parent(s) also require addition: scientific_naval_architecture.,,Kendall's K1/K2/K3 and Harrison-derived chronometers were being tested at sea in the early 1770s; this is a genuine British frontier capability.,https://www.rmg.co.uk/collections/objects/rmgc-object-79183,https://www.rmg.co.uk/collections/objects/rmgc-object-79143
GBR,Great Britain,Western Europe,MILITARY,military_topographic_surveying,B,ABSENT,ADD,MEDIUM,SECTORAL,ADD_WITH_PREREQUISITES,Historically plausible parent(s) also require addition: permanent_engineer_services.,,Professional military engineering and mapping supported systematic topographic survey work before 1776.,https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,MILITARY,permanent_engineer_services,B,ABSENT,ADD,HIGH,ESTABLISHED,ADD_WITH_PREREQUISITES,Historically plausible parent(s) also require addition: scientific_fortification_siegecraft.,,British military engineers were constituted as a corps in 1716.,https://www.nam.ac.uk/explore/corps-royal-engineers,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,MILITARY,permanent_military_hospitals,B,ABSENT,ADD,HIGH,ESTABLISHED,ADD_WITH_PREREQUISITES,Historically plausible parent(s) also require addition: scientific_fortification_siegecraft.,,"Haslar Royal Naval Hospital opened in 1753 and was completed in 1762, providing a clear permanent military hospital capability.",https://historicengland.org.uk/listing/the-list/list-entry/1001558,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,MILITARY,ship_classification_surveying,B,ABSENT,ADD,HIGH,ESTABLISHED,ADD_WITH_PREREQUISITES,Historically plausible parent(s) also require addition: enclosed_dock_systems.,,"Lloyd's Register was founded in 1760; its Register Book from 1764 funded surveyors who listed, rated and classed vessel condition.",https://www.lr.org/en/about-us/who-we-are/our-history/,https://www.londonstockexchange.com/discover/lseg/our-history
GBR,Great Britain,Western Europe,MILITARY,standardized_field_artillery,B,PRESENT,KEEP,HIGH,ESTABLISHED,CLOSED,,,Standardized field-artillery organization and cannon use were established by 1776.,https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,SOCIETY,classical_political_economy,B,ABSENT,REVIEW,HIGH,ABSENT,NOT_APPLICABLE,,CLASSIFICATION_TOO_EARLY,"The gameplay node represents mature classical political economy and unlocks free trade/interventionism; Adam Smith's Wealth of Nations was published only on 9 March 1776, after the strict start date.",https://www.adamsmithworks.org/documents/editor-s-introduction,https://www.cambridge.org/core/journals/modern-intellectual-history/article/jacobite-groundwork-of-james-steuarts-political-economy/A8BC170AC67DA663CD8E4979AD832E53
GBR,Great Britain,Western Europe,SOCIETY,constitutional_government,B,ABSENT,ADD,HIGH,ABSTRACT,ADD_WITH_PREREQUISITES,Historically plausible parent(s) also require addition: periodical_print_networks.,,Representative/constitutional institutions constrained government before 1776; the node is historically identifiable even though its unlocked law bundle is broader and partly later.,https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,SOCIETY,human_rights,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,No evidence strong enough to establish human_rights as a local capability at the strict 1776-01-01 cutoff.,https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,SOCIETY,medical_degrees,B,ABSENT,ADD,HIGH,ESTABLISHED,ADD_WITH_PREREQUISITES,Historically plausible parent(s) also require addition: institutionalized_scientific_exchange.,CLASSIFICATION_TOO_LATE,Medical education/certification was institutionally established long before 1776; this B classification is too late for the capability as defined by the second-pass brief.,https://www.rcpe.ac.uk/heritage/teaching,https://royalsociety.org/about-us/who-we-are/history/
GBR,Great Britain,Western Europe,SOCIETY,national_sovereignty,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,No evidence strong enough to establish national_sovereignty as a local capability at the strict 1776-01-01 cutoff.,https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,SOCIETY,organized_elementary_schooling,B,ABSENT,ADD,HIGH,ESTABLISHED,ADD_WITH_PREREQUISITES,Historically plausible parent(s) also require addition: periodical_print_networks.,,Scotland had statutory parish-school provision from the seventeenth century; by the end of the eighteenth century most parishes had at least one school.,https://www.nrscotland.gov.uk/learning-and-events/research-guides/education-records/,https://royalsociety.org/about-us/who-we-are/history/
GBR,Great Britain,Western Europe,SOCIETY,political_economy,B,ABSENT,ADD,HIGH,ESTABLISHED,ADD_WITH_PREREQUISITES,Historically plausible parent(s) also require addition: commercial_insurance_markets.,,James Steuart's Principles of Political Oeconomy appeared in 1767; political economy was already a distinct analytical discourse before the cutoff.,https://www.cambridge.org/core/journals/modern-intellectual-history/article/jacobite-groundwork-of-james-steuarts-political-economy/A8BC170AC67DA663CD8E4979AD832E53,https://www.adamsmithworks.org/documents/editor-s-introduction
GBR,Great Britain,Western Europe,SOCIETY,specialized_technical_academies,B,PRESENT,KEEP,HIGH,ESTABLISHED,ADD_WITH_PREREQUISITES,Historically plausible parent(s) also require addition: institutionalized_scientific_exchange.,,"Specialized scientific, engineering or military technical education was institutionalized before 1776.",https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,SOCIETY,systematic_cadastral_surveying,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,No evidence strong enough to establish systematic_cadastral_surveying as a local capability at the strict 1776-01-01 cutoff.,https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,SOCIETY,systematic_legal_codification,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,No evidence strong enough to establish systematic_legal_codification as a local capability at the strict 1776-01-01 cutoff.,https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,SOCIETY,systematic_population_registration,B,ABSENT,REVIEW,LOW,SECTORAL,CLOSED,,,"Parish/local registration and fiscal records existed, but evidence for a systematic territorial population-registration system matching the node is insufficient.",https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,SOCIETY,variolation_networks,B,ABSENT,ADD,HIGH,ESTABLISHED,CLOSED,,,"The Smallpox and Inoculation Hospital was instituted in London in 1746, demonstrating organized variolation rather than isolated practice.",https://wellcomecollection.org/works/amhz2gwa,https://www.rcpe.ac.uk/heritage/teaching
GBR,Great Britain,Western Europe,SOCIETY,veterinary_science,B,ABSENT,KEEP,MEDIUM,ABSENT,NOT_APPLICABLE,,,No evidence strong enough to establish veterinary_science as a local capability at the strict 1776-01-01 cutoff.,https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,SOCIETY,colonization,E,PRESENT,KEEP,HIGH,ABSTRACT,CLOSED,,,The node is a political/institutional abstraction; this polity's overseas imperial/colonial apparatus was active in 1776. It does not imply that separate colonial TAGs inherit metropolitan technology.,https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,SOCIETY,urbanization,E,PRESENT,KEEP,HIGH,ABSTRACT,CLOSED,,,"Direct-building compatibility node for construction sectors and urban centers. Towns and organized construction existed, so keep/add for gameplay without treating 'urbanization' as a datable eighteenth-century invention.",https://royalsociety.org/about-us/who-we-are/history/,https://www.rmg.co.uk/stories/maritime-history/royal-naval-dockyards
GBR,Great Britain,Western Europe,PRODUCTION,crystal_glass,C,ABSENT,REVIEW,HIGH,ESTABLISHED,ADD_WITH_PREREQUISITES,Historically plausible parent(s) also require addition: industrial_ceramics.,CLASSIFICATION_REVIEW,George Ravenscroft developed lead crystal glass and operated dedicated glasshouses from 1673-1675; the C classification is much later than the capability represented by the crystal-glass PM.,https://www.britishmuseum.org/collection/term/BIOG77193,https://royalsociety.org/about-us/who-we-are/history/
GBR,Great Britain,Western Europe,PRODUCTION,hydraulic_cements,C,ABSENT,REVIEW,HIGH,SECTORAL,TREE_STRUCTURE_REVIEW,Historically supported child despite absent/uncertain parent(s): professional_civil_engineering. Do not suppress the child merely to close the tree.,CLASSIFICATION_REVIEW,"Smeaton's Eddystone work in the 1750s used experimentally selected hydraulic lime/pozzolana mortar. The historical process predates 1776, but the node's industrial cement-work bundle is broader, so classification needs review.",https://historicengland.org.uk/education/training-skills/training/webinars/recordings/webinar-on-mortars-for-conservation-part-1-history-and-materials/,https://royalsociety.org/about-us/who-we-are/history/
GBR,Great Britain,Western Europe,SOCIETY,romanticism,C,PRESENT,REMOVE,HIGH,ABSENT,NOT_APPLICABLE,,,The Romantic movement represented by this node developed after the 1776 cutoff; precursors do not justify the gameplay technology on 1 January 1776.,https://histoiredesarts.culture.gouv.fr/Mouvements-artistiques/Le-romantisme,https://royalsociety.org/about-us/who-we-are/history/
FRA,France,Western Europe,PRODUCTION,coke_smelting,A,ABSENT,KEEP,HIGH,ABSENT,NOT_APPLICABLE,,,Local ironmaking remained charcoal-based at the cutoff; French coke production dates to 1785 and the first modern Belgian coke blast furnace to about 1820.,https://www.creusotmontceautourisme.com/discover/le-creusot/a-factory-town-turned-empire/from-royal-foundry-to-english-forge/,https://www.industriemuseum.be/nl/collectie-item/geschiedenis-van-hoogovens
FRA,France,Western Europe,PRODUCTION,distillation,A,PRESENT,KEEP,HIGH,ESTABLISHED,CLOSED,,,Distillation was a mature early-modern craft and commercial process by 1776.,https://www.academie-sciences.fr/lhistoire-de-lacademie,https://ecoledesponts.fr/lecole/bienvenue-lecole/lecole-dans-lhistoire
FRA,France,Western Europe,PRODUCTION,improved_husbandry,A,PRESENT,KEEP,HIGH,ESTABLISHED,CLOSED,,,Improved livestock husbandry and organized animal agriculture were established pre-1776; this does not imply later selective-breeding methods.,https://www.academie-sciences.fr/lhistoire-de-lacademie,https://ecoledesponts.fr/lecole/bienvenue-lecole/lecole-dans-lhistoire
FRA,France,Western Europe,PRODUCTION,industrial_acids,A,ABSENT,ADD,HIGH,SECTORAL,CLOSED,,,"John Holker introduced lead-chamber sulfuric-acid manufacture at Rouen in 1766, before the cutoff.",https://comptes-rendus.academie-sciences.fr/chimie/articles/10.1016/j.crci.2012.04.009/,https://mobiliernational.culture.gouv.fr/fr/nous-connaitre/les-manufactures/manufacture-des-gobelins
FRA,France,Western Europe,PRODUCTION,organized_forestry,A,ABSENT,ADD,MEDIUM,SECTORAL,CLOSED,,,"Evidence supports organized/rationalized forest management or state/premium-driven timber supply in specific sectors. This decision uses the revised node definition, not mere wood cutting.",https://www.academie-sciences.fr/lhistoire-de-lacademie,https://ecoledesponts.fr/lecole/bienvenue-lecole/lecole-dans-lhistoire
FRA,France,Western Europe,PRODUCTION,organized_textile_production,A,PRESENT,KEEP,HIGH,ESTABLISHED,CLOSED,,,Organized textile workshops/manufactures were a mature preindustrial capability; this is distinct from mechanized spinning or power weaving.,https://www.academie-sciences.fr/lhistoire-de-lacademie,https://ecoledesponts.fr/lecole/bienvenue-lecole/lecole-dans-lhistoire
